@type|@id|@lat|@lon|addr:city|addr:housenumber|addr:postcode|addr:street|addr:place|name|brand
node|9430971866|50.1686838|23.0298168||||||Delikatesy Centrum|Delikatesy Centrum
node|9453647880|49.7976942|22.7595581|Przemyśl|9|37-700|Kazimierza Opalińskiego||Delikatesy Centrum|Delikatesy Centrum
node|9457968918|50.2028173|21.8865724||||||Delikatesy Centrum|Delikatesy Centrum
node|9461329550|51.7643548|19.4414358||||||Delikatesy Centrum|Delikatesy Centrum
node|9481215051|51.9894836|22.7948648|Międzyrzec Podlaski|53A|21-560|Brzeska||Delikatesy Centrum|
node|9488025761|50.7731369|21.0832550|Łagów|40|26-025|Rynek||Delikatesy Centrum|Delikatesy Centrum
node|9501486544|50.8852988|20.4598461|Piekoszów|89|26-065|Częstochowska||Delikatesy Centrum|Delikatesy Centrum
node|9503063413|50.6948070|16.6347214|Bielawa|34|58-260|Wolności||Delikatesy Centrum|Delikatesy Centrum
node|9503063414|50.6897494|16.6200932|Bielawa|2|58-260|Osiedle Włókniarzy||Delikatesy Centrum|Delikatesy Centrum
node|9503063415|50.6976647|16.3679845|Głuszyca|69a|58-340|Henryka Sienkiewicza||Delikatesy Centrum|
node|9503063416|50.4499673|16.6618943|Kłodzko|2|57-300|Warty||Delikatesy Centrum|
node|9503076217|50.3025900|16.6380500|Bystrzyca Kłodzka|10|57-500|Osiedle Szkolne||Delikatesy Centrum|Delikatesy Centrum
node|9503076218|50.7802961|17.0713019|Strzelin|2a|57-100|Rynek||Delikatesy Centrum|
node|9503076219|51.0510511|17.3127010|Miłoszyce|7|55-220|Główna||Delikatesy Centrum|
node|9503076220|51.1239989|17.5432112|Bierutów|20|56-420|Rynek||Delikatesy Centrum|Delikatesy Centrum
node|9503076221|51.1292134|17.5376680|Bierutów|13A|56-420|Juliusza Słowackiego||Delikatesy Centrum|Delikatesy Centrum
node|9503076222|51.4121812|16.4221636|Ścinawa|31|59-330|Tadeusza Kościuszki||Delikatesy Centrum|
node|9503076223|51.2644445|15.5675417|Bolesławiec|6b|59-700|Adama Mickiewicza||Delikatesy Centrum|Delikatesy Centrum
node|9503076224|51.2474283|15.0464272|Pieńsk|21|59-930|Ojca Michała Tomaszka||Delikatesy Centrum|
node|9503104073|51.1208400|17.0388400|Wrocław|11|50-241|Henryka Pobożnego||Delikatesy Centrum|
node|9503104074|51.1467696|17.0414594|Wrocław|92-102|51-124|Henryka Michała Kamieńskiego||Delikatesy Centrum|
node|9503104075|50.8443955|16.4871766|Świdnica|9|58-100|Franciszkańska||Delikatesy Centrum|
node|9503104076|51.1338025|15.9412147|Złotoryja|41|59-500|Legnicka||Delikatesy Centrum|
node|9503104077|51.0846751|15.9444013|Wilków|1|59-513|Mikołaja Kopernika||Delikatesy Centrum|
node|9503104078|51.0684765|15.7943130||33A|59-524||Proboszczów|Delikatesy Centrum|
node|9517532482|49.9335667|19.9681676|Świątniki Górne|52|32-040|Franciszka Bielowicza||Delikatesy Centrum|Delikatesy Centrum
node|9520471490|53.4314075|18.3101886||||||Delikatesy Centrum|Delikatesy Centrum
node|9543751514|50.1580403|19.3094553|Jaworzno|105B|43-607|Na Stoku||Delikatesy Centrum|Delikatesy Centrum
node|9570572453|50.8857758|21.6653143||||||Delikatesy Centrum|Delikatesy Centrum
node|9571824891|51.1630868|17.0023134|Wrocław|23|51-180|Pełczyńska||Delikatesy Centrum|Delikatesy Centrum
node|9581396944|50.2389123|19.2762008||||||Delikatesy Centrum|Delikatesy Centrum
node|9628458538|50.6596754|21.8426692|Gorzyce|3|39-432|Plac Handlowy||Delikatesy Centrum|
node|9628458539|50.7070300|22.4083700|Janów Lubelski|24|23-300|Sukiennicza||Delikatesy Centrum|Delikatesy Centrum
node|9657870684|50.0799469|21.4552635||||||Delikatesy Centrum|Delikatesy Centrum
node|9675689759|50.0316400|19.2445263|Oświęcim|8A|32-600|Generała Józefa Bema||Delikatesy Centrum|Delikatesy Centrum
node|9680837675|50.8006401|20.4693497||||||Delikatesy Centrum|Delikatesy Centrum
node|9687527055|51.1570780|21.9742179|Opole Lubelskie|49|24-300|Lubelska||Delikatesy Centrum|Delikatesy Centrum
node|9699826186|49.8917864|22.2904116||||||Delikatesy Centrum|
node|9713932955|52.1043954|20.6213316||||||Delikatesy Centrum|Delikatesy Centrum
node|9723402882|49.6486227|21.1657095||||||Delikatesy Centrum|Delikatesy Centrum
node|9735233382|52.1709199|20.8607962||||||Delikatesy Centrum|Delikatesy Centrum
node|9759537581|52.8356999|15.8319416|Drezdenko|1G|66-530|Pierwszej Brygady||Delikatesy Centrum|Delikatesy Centrum
node|9775399791|49.9610791|18.7745912||||||Delikatesy Centrum|Delikatesy Centrum
node|9806031999|53.8850401|17.7219126|Brusy|2|89-632|Plac Jana Pawła II||Delikatesy Centrum|Delikatesy Centrum
node|9825914741|49.9566008|22.8121072||||||Delikatesy Centrum|Delikatesy Centrum
node|9855012733|49.5876276|21.7531189||||||Delikatesy Centrum|Delikatesy Centrum
node|9870330791|49.3634078|22.1096474||||||Delikatesy Centrum|
node|9887052896|50.0829015|21.0259096|Lisia Góra|2|33-140|Henryka Sucharskiego||Delikatesy Centrum|Delikatesy Centrum
node|9905918719|50.4391641|16.6523717||||||Delikatesy Centrum|Delikatesy Centrum
node|9905967553|49.8027171|22.2401911||||||Delikatesy Centrum|
node|9906166889|50.6463024|17.9076031||||||Delikatesy Centrum|Delikatesy Centrum
node|9929924831|52.1632271|20.9925514||||||Delikatesy Centrum|Delikatesy Centrum
node|9934795345|50.6936431|21.7003726|Milczany|98||||Delikatesy Centrum|Delikatesy Centrum
node|9939100727|50.3843896|22.5377066||||||Delikatesy Centrum|Delikatesy Centrum
node|9957357918|52.2192414|20.8988232||||||Delikatesy Centrum|Delikatesy Centrum
node|9987886342|49.4341208|20.7440310||||||Delikatesy Centrum|Delikatesy Centrum
node|9988073197|49.4144820|22.4491107||||||Delikatesy Centrum|Delikatesy Centrum
node|10008567522|50.8488252|20.9194728|Bieliny|72|26-004|Kielecka||Delikatesy Centrum|Delikatesy Centrum
node|10010746209|51.7451453|19.4879293||||||Delikatesy Centrum|Delikatesy Centrum
node|10072960952|50.9339435|21.4167419|Ostrowiec Świętokrzyski|7B|27-400|Ostrowiecka||Delikatesy Centrum|Delikatesy Centrum
node|10087823558|50.2984096|21.4236371|Mielec|6|39-300|Aleja Ducha Świętego||Delikatesy Centrum|Delikatesy Centrum
node|10159132217|51.4981276|18.4480653||||||Delikatesy Centrum|Delikatesy Centrum
node|10250336162|49.6977397|21.7828227||||||Delikatesy Centrum|Delikatesy Centrum
node|10268212129|51.1939495|20.4122922||||||Delikatesy Centrum|Delikatesy Centrum
node|10268906694|49.9733345|21.3020812||116c|39-223||Strzegocice|Delikatesy Centrum|Delikatesy Centrum
node|10278455530|50.8028775|20.8067742||||||Delikatesy Centrum|
node|10286535506|51.8172056|19.4200235||||||Delikatesy Centrum|Delikatesy Centrum
node|10300695360|50.2243798|21.6400397||262|36-147||Niwiska|Delikatesy Centrum|Delikatesy Centrum
node|10308755555|50.2444117|21.7741185|Kolbuszowa|44|36-100|Plac Wolności||Delikatesy Centrum|Delikatesy Centrum
node|10568343666|52.2092546|21.0224445||8||Olszewska||Delikatesy Centrum|Delikatesy Centrum
node|10577630029|50.4154896|21.3838740||||||Delikatesy Centrum|
node|10597099685|54.2384413|20.1240840||||||Delikatesy Centrum|Delikatesy Centrum
node|10605978898|52.1621136|22.2639718||||||Delikatesy Centrum|Delikatesy Centrum
node|10609138836|49.7074602|19.0121405||92||Myśliwska||Delikatesy Centrum|Delikatesy Centrum
node|10638523990|51.3890067|22.1856681||||||Delikatesy Centrum|
node|10641064859|50.0956394|20.4509513||||||Delikatesy Centrum|Delikatesy Centrum
node|10687966975|50.1000173|21.5944219||||||Delikatesy Centrum|Delikatesy Centrum
node|10698793105|49.6369810|19.7700456||||||Delikatesy Centrum|
node|10734546993|53.0289908|18.0170031|Brzoza|1|86-061|Łabiszyńska||Delikatesy Centrum|Delikatesy Centrum
node|10782501631|50.2849650|22.2537485||||||Delikatesy Centrum|
node|10805143148|50.7866994|19.1488212||11||Aleja Pokoju||Delikatesy Centrum|Delikatesy Centrum
node|10809267574|50.2445179|21.7694766|Kolbuszowa|15|36-100|Jana Pawła II||Delikatesy Centrum|Delikatesy Centrum
node|10861809240|50.4157921|21.7501175||||||Delikatesy Centrum|Delikatesy Centrum
node|10886338264|50.7155146|23.3062409||||||Delikatesy Centrum|
node|10893731157|50.0408613|22.0075172||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508926|51.8000391|19.7564354||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508927|51.5976698|18.2507357||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508928|50.7606551|20.5947483||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508929|52.6664889|19.5063337||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508930|49.7412118|18.8829493||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508931|50.1177400|21.8612700||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508932|50.9438024|18.1462787||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508933|49.9412361|22.1026706||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508934|54.6196811|18.1701884||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508935|50.0588750|19.0928628||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508936|50.9660500|18.1338900||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508937|52.4965634|20.0383889||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508938|49.9783279|20.4285861||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508939|49.9677357|20.4420141||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508940|49.7158871|20.9556060||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508941|49.8889234|22.1007369||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508942|51.6522106|18.4367443||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508943|50.0923733|19.0937499||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508944|49.3600257|20.0069473||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508945|50.1018005|22.3400576||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508946|50.3856155|17.6594943||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508947|52.0283640|23.1501507||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508948|51.2675021|18.4446596||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508949|49.8971315|19.0567338||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508950|50.2446984|20.5996165||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508951|49.8699989|19.6399717||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508952|52.4903789|19.2386166||||||Delikatesy Centrum|Delikatesy Centrum
node|10896508953|52.6808601|20.2558836||||||Delikatesy Centrum|Delikatesy Centrum
node|10914027202|49.4732658|22.0542770||||||Delikatesy Centrum|Delikatesy Centrum
way|69731955|51.7867681|14.9698757|Lubsko|1|68-300|Mikołaja Reja||Delikatesy Centrum|Delikatesy Centrum
way|75926307|50.4454537|16.8715469|Złoty Stok|6|57-250|Działkowa||Delikatesy Centrum|
way|90480896|52.7757533|18.2453698|Inowrocław|10||Emilii Plater||Delikatesy Centrum|Delikatesy Centrum
way|97538271|52.0237453|23.5326100|Małaszewicze|2|21-540|Wiejska||Delikatesy Centrum|Delikatesy Centrum
way|98496545|54.5698395|18.3994023|Rumia|11A||Generała Józefa Wybickiego||Delikatesy Centrum|
way|101133657|51.1028839|17.0172295|Wrocław|48A|53-508|Kolejowa||Delikatesy Centrum|
way|101212790|51.1163798|17.0563455||||||Delikatesy Centrum|
way|103461661|51.6508574|16.0730207|Głogów|29|67-200|Gwiaździsta||Delikatesy Centrum|Delikatesy Centrum
way|108315588|49.7461104|19.0639886|Meszna|23|43-360|Handlowa||Delikatesy Centrum|
way|119564248|51.7098400|18.6254638||||||Delikatesy Centrum|Delikatesy Centrum
way|123853136|49.5776518|20.5991870||193A|33-386||Podegrodzie|Delikatesy Centrum|
way|131909123|52.3503449|21.2503123|Wołomin|61a|05-200|Wileńska||Delikatesy Centrum|Delikatesy Centrum
way|136280380|52.2799521|21.0554905|Warszawa|5|03-592|Samarytanka||Delikatesy Centrum|Delikatesy Centrum
way|141577364|52.4158023|20.7431012|Nowy Dwór Mazowiecki|21|05-101|Rotmistrza Witolda Pileckiego||Delikatesy Centrum|Delikatesy Centrum
way|143867403|49.9610098|20.4218857||||||Delikatesy Centrum|
way|146951689|50.4375474|16.2387027|Kudowa-Zdrój|11a|57-350|Zdrojowa||Delikatesy Centrum|
way|149128952|51.2165885|18.5831528||||||Delikatesy Centrum|Delikatesy Centrum
way|153173094|50.4912545|22.2677255|Ulanów|2|37-410|Świętej Trójcy||Delikatesy Centrum|Delikatesy Centrum
way|161029997|49.8837447|19.1404314|Pisarzowice|2|43-332|Chmielna||Delikatesy Centrum|
way|161150308|49.9128999|19.1507414|Wilamowice|5A|43-330|Towarowa||Delikatesy Centrum|Delikatesy Centrum
way|164580126|52.2323547|20.9364220|Warszawa|23|01-129|Pustola||Delikatesy Centrum|
way|165576498|52.4218173|16.9755022|Poznań|2|61-021|Krańcowa||Delikatesy Centrum|Delikatesy Centrum
way|168643444|51.0852020|17.2362701|Nadolice Wielkie|62|55-003|Wrocławska||Delikatesy Centrum|
way|168917163|51.4850249|21.4579613|Pionki|4|26-670|Adasia Guzala||Delikatesy Centrum|Delikatesy Centrum
way|169712047|51.3653947|19.3783208|Bełchatów|6|97-400|Henryka Dąbrowskiego||Delikatesy Centrum|
way|169779139|50.5887523|16.8190516|Ząbkowice Śląskie|35|57-200|Ziębicka||Delikatesy Centrum|
way|170197355|49.6971151|21.7618248|Krosno|1a|38-400|Stefana Okrzei||Delikatesy Centrum|
way|170862601|50.9373343|17.2989880||||||Delikatesy Centrum|Delikatesy Centrum
way|171838899|51.8968548|18.9551586|Poddębice|18b|99-200|Północna||Delikatesy Centrum|Delikatesy Centrum
way|172152664|49.6819222|21.7684115|Krosno|64a|38-400|Piastowska||Delikatesy Centrum|Delikatesy Centrum
way|174020773|52.5541217|19.6847126|Płock|14||Tysiąclecia||Delikatesy Centrum|Delikatesy Centrum
way|175019782|52.9698556|15.7533875|Dobiegniew|34|66-520|Gdańska||Delikatesy Centrum|Delikatesy Centrum
way|176218803|52.8491996|17.7164756|Żnin|1D|88-400|Aliantów||Delikatesy Centrum|Delikatesy Centrum
way|176505598|52.6034935|16.5930492|Szamotuły|37|64-500|Sportowa||Delikatesy Centrum|Delikatesy Centrum
way|176703126|50.7634634|16.1699845|Boguszów-Gorce|2A||Romualda Traugutta||Delikatesy Centrum|Delikatesy Centrum
way|177636771|50.3848238|23.4384459|Bełżec|2|22-670|Zamojska||Delikatesy Centrum|Delikatesy Centrum
way|179612553|49.6864661|21.7526330||7||Składowa||Delikatesy Centrum|Delikatesy Centrum
way|181090403|50.2751250|19.5764613|Olkusz|65|32-300|Króla Kazimierza Wielkiego||Delikatesy Centrum|Delikatesy Centrum
way|181495782|50.5617660|19.5703941|Kroczyce|3|42-425|Tadeusza Kościuszki||Delikatesy Centrum|Delikatesy Centrum
way|188762460|50.7711649|16.9320809|Kondratowice||57-150|Długa||Delikatesy Centrum|
way|189047901|50.0626881|22.2324560|Łańcut|11|37-100|Ignacego Daszyńskiego||Delikatesy Centrum|
way|190104674|52.3155398|16.1227820|Nowy Tomyśl||64-300|||Delikatesy Centrum|Delikatesy Centrum
way|191795286|50.0824238|22.2334455||||||Delikatesy Centrum|
way|192238581|52.9702811|15.7590332|Dobiegniew|9|66-520|Gdańska||Delikatesy Centrum|Delikatesy Centrum
way|192316150|52.0739842|16.0453974|Obra|1|64-211|Szkolna||Delikatesy Centrum|Delikatesy Centrum
way|193929527|52.7395712|15.2441111|Gorzów Wielkopolski|13b|66-400|Franciszka Walczaka||Delikatesy Centrum|Delikatesy Centrum
way|193942882|52.7225873|15.2287901|Gorzów Wielkopolski|20|66-400|Budowlanych||Delikatesy Centrum|Delikatesy Centrum
way|194692785|53.3374470|15.0454117|Stargard|1|73-110|Kramarska||Delikatesy Centrum|Delikatesy Centrum
way|196655642|51.1426291|15.0099718|Zgorzelec|52B|59-900|Warszawska||Delikatesy Centrum|Delikatesy Centrum
way|198429224|51.5558439|15.4500745||||||Delikatesy Centrum|
way|202860587|50.0327316|21.9813196|Rzeszów|19|35-113|Wita Stwosza||Delikatesy Centrum|Delikatesy Centrum
way|205859748|50.0386248|22.0453055|Rzeszów|115||Lwowska||Delikatesy Centrum|Delikatesy Centrum
way|206853735|51.3872117|21.1740522|Radom|110||Juliusza Słowackiego||Delikatesy Centrum|Delikatesy Centrum
way|208144851|51.3060837|20.1101996||||||Delikatesy Centrum|
way|208309696|50.1561689|19.2547085|Jaworzno|54|43-608|Wygoda||Delikatesy Centrum|Delikatesy Centrum
way|209636421|50.1130062|18.2716395||||||Delikatesy Centrum|Delikatesy Centrum
way|215776739|49.8068768|21.8845633|Lutcza||38-112|||Delikatesy Centrum|
way|216578977|52.5984700|14.6373892|Kostrzyn nad Odrą|1c|66-470|Drzewicka||Delikatesy Centrum|Delikatesy Centrum
way|217673603|50.2691404|19.7278908||||||Delikatesy Centrum|Delikatesy Centrum
way|219249676|50.1395922|18.0848582||||||Delikatesy Centrum|Delikatesy Centrum
way|219337158|50.3274531|19.1544547|Będzin|2b|42-500|Żwirki i Wigury||Delikatesy Centrum|Delikatesy Centrum
way|219415775|49.9811714|18.2661074|Krzyżanowice|7|47-450|Główna||Delikatesy Centrum|
way|220133310|50.3951510|19.9473026|Miechów-Charsznica|24|32-250|Kolejowa||Delikatesy Centrum|
way|221468198|50.0841140|18.0914813||||||Delikatesy Centrum|Delikatesy Centrum
way|221960800|50.9273790|16.7591330|Rogów Sobócki|1|55-050|Szkolna||Delikatesy Centrum|
way|222194697|50.0735847|18.3095194|Pogrzebień|76|44-285|Pamiątki||Delikatesy Centrum|Delikatesy Centrum
way|225176966|51.6148737|15.3196546|Żagań|2|68-100|Rynek||Delikatesy Centrum|Delikatesy Centrum
way|225652536|50.0612200|22.0098250|Rzeszów|42a|35-233|Lubelska||Delikatesy Centrum|Delikatesy Centrum
way|226452762|50.4074482|16.5112654|Polanica-Zdrój|5|57-320|Parkowa||Delikatesy Centrum|
way|226739829|52.7534850|18.1047386|Janikowo|7|88-160|Klonowa||Delikatesy Centrum|Delikatesy Centrum
way|229454715|50.0066853|21.0122177|Tarnów|36||Braci Saków||Delikatesy Centrum|Delikatesy Centrum
way|230356180|51.7995938|19.7608478|Brzeziny|22a|95-060|Henryka Sienkiewicza||Delikatesy Centrum|
way|230742624|51.9339126|18.0545789||50|62-814||Jarantów|Delikatesy Centrum|
way|231433553|49.5208483|21.1376445|Uście Gorlickie||38-315||Uście Gorlickie|Delikatesy Centrum|
way|231530401|52.7943000|18.2656996|Inowrocław|19||Andrzeja||Delikatesy Centrum|Delikatesy Centrum
way|232321920|53.6019816|21.3466907|Spychowo|4|12-140|Juranda||Delikatesy Centrum|Delikatesy Centrum
way|233057042|50.7917825|17.5539381|Łosiów|8|49-330|Kolejowa||Delikatesy Centrum|Delikatesy Centrum
way|233529763|50.5669415|21.1683444|Staszów|32|28-200|Opatowska||Delikatesy Centrum|Delikatesy Centrum
way|233544769|52.2466574|15.8150909|Zbąszynek|39|66-210|Wojska Polskiego||Delikatesy Centrum|
way|234103124|50.4426388|20.9381686|Stopnica|5|28-130|Partyzantów||Delikatesy Centrum|
way|234752178|52.5968832|15.5021014|Skwierzyna|10|66-440|Stefana Batorego||Delikatesy Centrum|Delikatesy Centrum
way|235224862|50.8543535|20.5516895|Kielce|1|25-818|Księcia Franciszka Ksawerego Druckiego-Lubeckiego||Delikatesy Centrum|Delikatesy Centrum
way|237111293|49.7806100|22.7873243|Przemyśl|4|37-700|Leopolda Hausera||Delikatesy Centrum|Delikatesy Centrum
way|237165769|53.1541149|23.1320200|Białystok|44|15-814|Generała Józefa Hallera||Delikatesy Centrum|Delikatesy Centrum
way|237506208|51.5101663|16.0725548|Polkowice|32A|59-101|Skalników||Delikatesy Centrum|Delikatesy Centrum
way|238480155|49.5043956|19.1016341||||Rynek||Delikatesy Centrum|Delikatesy Centrum
way|238541494|50.0744919|22.1881495||482|37-127||Krzemienica|Delikatesy Centrum|
way|239161648|51.1959141|15.3982848|Nowogrodziec|12|59-730|Krótka||Delikatesy Centrum|
way|239906688|49.7804066|18.8254693|Górki Wielkie|47|43-436|Zofii Kossak||Delikatesy Centrum|Delikatesy Centrum
way|239989927|50.5791560|19.3347078|Myszków|60A|42-300|Tadeusza Kościuszki||Delikatesy Centrum|Delikatesy Centrum
way|240297098|50.2587516|21.9706610|Raniżów|2|36-130|Armii Krajowej||Delikatesy Centrum|Delikatesy Centrum
way|240413925|51.7773856|22.6061029|Radzyń Podlaski|4|21-300|Świętego Brata Alberta Chmielowskiego||Delikatesy Centrum|Delikatesy Centrum
way|240813720|49.8942664|21.0504509|Tuchów|1|33-170|Walerego Wróblewskiego||Delikatesy Centrum|
way|241271999|49.9760412|20.4304301|Bochnia|12||Wojska Polskiego||Delikatesy Centrum|Delikatesy Centrum
way|244013357|49.7945047|18.7835013|Skoczów|20a|43-430|Gustawa Morcinka||Delikatesy Centrum|
way|244016974|50.1555404|23.1136948|Lubaczów|15|37-600|Nowa||Delikatesy Centrum|
way|245343876|50.1882664|19.1008365|Mysłowice|5|41-400|11 Listopada||Delikatesy Centrum|
way|245470791|53.7739297|22.3394951|Nowa Wieś Ełcka|9A|19-300|Ełcka||Delikatesy Centrum|Delikatesy Centrum
way|245844679|51.6455692|17.8183825|Ostrów Wielkopolski|1|63-400|Księdza Jana Kompałły||Delikatesy Centrum|
way|245941591|51.3586426|22.6244517|Niemce|188|21-025|Lubelska||Delikatesy Centrum|Delikatesy Centrum
way|247435175|52.3143303|15.0581956|Torzym|67|66-235|Wojska Polskiego||Delikatesy Centrum|Delikatesy Centrum
way|247833827|53.7172237|19.9849609|Ostróda|4|14-100|Jana Kochanowskiego||Delikatesy Centrum|Delikatesy Centrum
way|247910280|54.2587011|20.8071035|Bartoszyce|16B|11-200|Generała Józefa Bema||Delikatesy Centrum|Delikatesy Centrum
way|248988878|51.2125468|18.5869135|Wieluń|12a|98-300|Osiedle Stare Sady||Delikatesy Centrum|Delikatesy Centrum
way|249502059|50.9674866|18.9822772||||||Delikatesy Centrum|
way|250531056|51.6653070|17.7971541||||||Delikatesy Centrum|
way|251834070|52.7182078|15.1784253|Gorzów Wielkopolski|58||Kostrzyńska||Delikatesy Centrum|Delikatesy Centrum
way|251913086|51.5199592|17.2750299|Milicz|8|56-300|Trzebnicka||Delikatesy Centrum|Delikatesy Centrum
way|252440146|51.6377019|15.1832003|Żary|14A|68-200|Zawiszy Czarnego||Delikatesy Centrum|
way|253190868|50.3533639|18.8410626||||||Delikatesy Centrum|Delikatesy Centrum
way|253912698|52.0559303|15.0951340|Krosno Odrzańskie|4|66-600|Słubicka||Delikatesy Centrum|Delikatesy Centrum
way|254056923|51.1267349|21.4291820||1i|27-353||Rzeczniów|Delikatesy Centrum|
way|254408503|50.5889428|19.0580345|Woźniki|6||Dworcowa||Delikatesy Centrum|Delikatesy Centrum
way|256420468|51.3359483|18.6214621||||||Delikatesy Centrum|
way|257053574|50.8450500|16.4603392|Świdnica|6|58-105|Jarosława Dąbrowskiego||Delikatesy Centrum|
way|257053625|50.8447519|16.4721189|Świdnica|48|58-100|Ofiar Oświęcimskich||Delikatesy Centrum|
way|257412483|50.8471809|16.4869878|Świdnica||58-100|Waleriana Łukasińskiego||Delikatesy Centrum|
way|257418399|50.8476784|16.4701107|Świdnica|19A|58-100|Mieczysława Kozara Słobódzkiego||Delikatesy Centrum|Delikatesy Centrum
way|261145078|50.0455424|21.9704560|Rzeszów|3||Franciszka Kotuli||Delikatesy Centrum|Delikatesy Centrum
way|262260463|50.5201263|21.4431168|Osiek|13|28-221|Rynek||Delikatesy Centrum|
way|262418688|50.1521006|21.9627501|Głogów Małopolski|19|36-060|Rynek||Delikatesy Centrum|Delikatesy Centrum
way|264533790|53.6444230|22.4496213|Grajewo|24|19-200|Józefa Piłsudskiego||Delikatesy Centrum|Delikatesy Centrum
way|264890639|49.6614254|19.5641805||||||Delikatesy Centrum|
way|265389630|49.7958387|19.9223717||823|32-431||Stróża|Delikatesy Centrum|Delikatesy Centrum
way|266173338|50.4011728|16.5139287|Polanica-Zdrój|13|57-320|Warszawska||Delikatesy Centrum|Delikatesy Centrum
way|266829044|53.9421165|21.8735461|Miłki|30|11-513|Giżycka||Delikatesy Centrum|
way|270002186|50.2443174|18.0476357|Pawłowiczki|68|47-280|Wyzwolenia||Delikatesy Centrum|
way|272746456|54.2457744|22.0369788|Banie Mazurskie|49|19-520|Marii Konopnickiej||Delikatesy Centrum|Delikatesy Centrum
way|273174810|51.2277968|20.8687621|Szydłowiec|19|26-500|Stanisława Staszica||Delikatesy Centrum|Delikatesy Centrum
way|275812592|51.4182088|15.9002357|Chocianów|1|59-140|Tadeusza Kościuszki||Delikatesy Centrum|
way|276226673|53.1793933|22.0646343|Łomża|20|18-400|Wojska Polskiego||Delikatesy Centrum|Delikatesy Centrum
way|276656874|52.3151079|22.8889649|Sarnaki|15|08-220|Kolejowa||Delikatesy Centrum|Delikatesy Centrum
way|278001742|50.4251710|21.2825369|Połaniec|3|28-230|Żapniowska||Delikatesy Centrum|Delikatesy Centrum
way|282061613|52.9161130|22.5139669|Wysokie Mazowieckie|46|18-200|Ludowa||Delikatesy Centrum|Delikatesy Centrum
way|283068275|51.0540053|18.4493494||||||Delikatesy Centrum|
way|284603195|52.9844563|22.2448103|Zambrów|11|18-300|Świętokrzyska||Delikatesy Centrum|
way|288209236|49.6480959|21.1523124||||Tadeusza Kościuszki||Delikatesy Centrum|
way|289514818|50.0368538|21.9697392|Rzeszów|13|35-111|Krajobrazowa||Delikatesy Centrum|Delikatesy Centrum
way|289719445|50.2775072|18.6560628|Gliwice|9|44-122|Czajki||Delikatesy Centrum|Delikatesy Centrum
way|289891297|53.9817471|22.0317341|Wydminy|74|11-510|Grunwaldzka||Delikatesy Centrum|Delikatesy Centrum
way|290606838|50.8082539|21.8489594|Zawichost|16a|27-630|Ostrowiecka||Delikatesy Centrum|
way|291330410|51.9383217|15.4758150|Zielona Góra|10|65-945|Budziszyńska||Delikatesy Centrum|Delikatesy Centrum
way|292647441|50.0631420|21.3645530||||||Delikatesy Centrum|Delikatesy Centrum
way|296303907|51.8635925|17.5999141|Dobrzyca|1A||Klonów||Delikatesy Centrum|Delikatesy Centrum
way|296565317|50.1727780|19.5959485|Nowa Góra|37|32-065|Krakowska||Delikatesy Centrum|Delikatesy Centrum
way|297168711|53.1227114|17.8382970|Łochowo|1|86-065|Grabowa||Delikatesy Centrum|
way|298432628|49.9865837|22.5381225||||||Delikatesy Centrum|Delikatesy Centrum
way|298653537|50.0943723|20.0563212||||||Delikatesy Centrum|Delikatesy Centrum
way|298761682|50.2299623|22.1176854|Sokołów Małopolski|3|36-050|Rynek||Delikatesy Centrum|Delikatesy Centrum
way|305856132|49.8025021|21.6719003||||||Delikatesy Centrum|
way|309691723|49.9519798|22.6008421||203|37-565||Roźwienica|Delikatesy Centrum|
way|309900684|49.7386937|21.7312910|Odrzykoń|7b|38-406|Kazimierza Wielkiego||Delikatesy Centrum|
way|311255468|51.2431275|20.9349081|Jastrząb|148|26-502|Szydłowiecka||Delikatesy Centrum|Delikatesy Centrum
way|312330768|49.6138676|21.8779078|Wróblik Szlachecki|1|38-483|Kolejowa||Delikatesy Centrum|
