@type|@id|@lat|@lon|addr:city|addr:housenumber|addr:postcode|addr:street|addr:place|name|brand
node|4228122642|53.4518439|18.7249650|Grudziądz|5|86-300|Wiktora Kulerskiego||Delikatesy Centrum|
node|4266261182|50.1165209|22.2328452|||37-100|||Delikatesy Centrum|
node|4292888348|52.5438734|19.7052325||||||Delikatesy Centrum|Delikatesy Centrum
node|4293790185|49.5642678|21.7924489||||||Delikatesy Centrum|
node|4303837890|49.3518823|20.8943651|Muszyna|61a|33-370|Józefa Piłsudskiego||Delikatesy Centrum|Delikatesy Centrum
node|4310010891|49.8546286|20.6427186||||||Delikatesy Centrum|Delikatesy Centrum
node|4315165534|49.7079624|21.0596021||||||Delikatesy Centrum|
node|4315165535|49.8000679|20.9743243||||||Delikatesy Centrum|Delikatesy Centrum
node|4317123723|52.5479132|19.7150872||||||Delikatesy Centrum|Delikatesy Centrum
node|4319653271|50.3350295|18.8873797||||||Delikatesy Centrum|Delikatesy Centrum
node|4332171382|49.5508687|21.8524697|Rymanów-Zdrój|43|38-481|Zdrojowa||Delikatesy Centrum|
node|4337328729|50.0244799|22.0452603|Rzeszów|40|35-330|Powstańców Śląskich||Delikatesy Centrum|Delikatesy Centrum
node|4339439189|49.2815891|19.9161193||||||Delikatesy Centrum|Delikatesy Centrum
node|4350334547|49.7244546|21.2505704||||||Delikatesy Centrum|Delikatesy Centrum
node|4359364800|49.6196580|21.1981525||||||Delikatesy Centrum|Delikatesy Centrum
node|4359924281|50.6704474|18.9018066||||Wojska Polskiego||Delikatesy Centrum|Delikatesy Centrum
node|4370653826|52.2176032|20.2340561|Sochaczew|5|96-500|Dywizjonu 303||Delikatesy Centrum|Delikatesy Centrum
node|4383335689|50.5474242|16.5512708|Słupiec|10|57-400|Słupiecka||Delikatesy Centrum|
node|4387849335|51.1222067|15.9132331|Złotoryja|38|59-500|Basztowa||Delikatesy Centrum|
node|4394519399|50.0152951|22.6904733||||||Delikatesy Centrum|Delikatesy Centrum
node|4395826119|51.6922706|18.9742673||||||Delikatesy Centrum|
node|4398734693|49.8968750|22.9568760||||||Delikatesy Centrum|
node|4402345653|49.9083359|19.9672318||||||Delikatesy Centrum|Delikatesy Centrum
node|4409401326|50.9104203|15.3323490|Świeradów Zdrój|8|59-850|Henryka Sienkiewicza||Delikatesy Centrum|
node|4416220756|50.8647027|21.0880354||||Ogrodowa||Delikatesy Centrum|Delikatesy Centrum
node|4418127742|49.7382174|19.5749760||||||Delikatesy Centrum|Delikatesy Centrum
node|4425428408|50.0198512|22.6927754||||||Delikatesy Centrum|Delikatesy Centrum
node|4440503001|51.1194621|15.2921255|Lubań|2|59-800|Tkacka||Delikatesy Centrum|
node|4440568445|49.8631811|21.7902390|Strzyżów|11|38-100|Południowa||Delikatesy Centrum|
node|4448280603|49.7026394|21.7214517|Krosno|76a|38-400|Jerzego Popiełuszki||Delikatesy Centrum|Delikatesy Centrum
node|4450455789|49.6933216|21.7748106||||||Delikatesy Centrum|Delikatesy Centrum
node|4464941936|51.9318352|15.9035483|Konotop||67-416|Poznańska||Delikatesy Centrum|
node|4471053862|50.8461967|17.4735660|Brzeg|3|49-305|Jana Brzechwy||Delikatesy Centrum|Delikatesy Centrum
node|4473640010|52.0489576|23.1142463|||21-500|||Delikatesy Centrum|Delikatesy Centrum
node|4477383391|52.0423441|23.1332500|||21-500|||Delikatesy Centrum|Delikatesy Centrum
node|4485752213|51.1194924|15.2783230|Lubań|1|59-800|Łużycka||Delikatesy Centrum|
node|4489134865|50.0602893|22.4963164|Przeworsk|8|37-200|Ignacego Krasickiego||Delikatesy Centrum|
node|4505289791|50.3036458|20.8110767||28||Stopnicka||Delikatesy Centrum|
node|4520420205|50.9264644|21.3953969|Ostrowiec Świętokrzyski|83a|27-400|Sandomierska||Delikatesy Centrum|Delikatesy Centrum
node|4536212197|50.8496866|15.5916438|Piechowice|64|58-573|Kryształowa||Delikatesy Centrum|
node|4537749947|52.2387430|21.1001493|Warszawa|54|04-158|Zamieniecka||Delikatesy Centrum|Delikatesy Centrum
node|4550954487|51.6445426|16.0762616|Głogów|7|67-200|Brzeska||Delikatesy Centrum|Delikatesy Centrum
node|4551131941|51.8015227|15.2473069|Nowogród Bobrzański|8|66-010|Rynek||Delikatesy Centrum|Delikatesy Centrum
node|4556107190|50.0448743|21.9854503||||||Delikatesy Centrum|Delikatesy Centrum
node|4565028950|52.2247813|20.9462814||||||Delikatesy Centrum|Delikatesy Centrum
node|4578956606|49.7700160|20.6930644||||||Delikatesy Centrum|
node|4582020476|50.1783908|22.6084385||||||Delikatesy Centrum|Delikatesy Centrum
node|4583843628|49.5989257|21.0435109||||||Delikatesy Centrum|
node|4585495321|49.6971991|20.4227473||||||Delikatesy Centrum|Delikatesy Centrum
node|4591616290|49.8060952|19.0403924||||||Delikatesy Centrum|
node|4628143779|50.9425166|20.4239910|Strawczyn|12 B|26-067|Stefana Żeromskiego||Delikatesy Centrum|Delikatesy Centrum
node|4635309821|52.9924060|22.7018340||||||Delikatesy Centrum|Delikatesy Centrum
node|4635678377|50.5342644|22.7231825||||||Delikatesy Centrum|Delikatesy Centrum
node|4636191753|49.6073792|20.7631099||||||Delikatesy Centrum|
node|4664185509|51.0221953|15.2633012|Leśna|1|59-820|Elizy Orzeszkowej||Delikatesy Centrum|
node|4672974879|51.4092257|21.1447046||||||Delikatesy Centrum|Delikatesy Centrum
node|4675398586|50.0492139|21.4188416||||||Delikatesy Centrum|
node|4678323889|50.6942376|23.2343740||||Ordynacka||Delikatesy Centrum|Delikatesy Centrum
node|4680927789|50.7400637|23.2519714||||||Delikatesy Centrum|Delikatesy Centrum
node|4684941791|50.7126660|23.2775327||||||Delikatesy Centrum|Delikatesy Centrum
node|4693450002|51.0878894|17.0180134|Wrocław|78|53-310|Sztabowa||Delikatesy Centrum|
node|4736310064|51.4096371|21.1613638||||||Delikatesy Centrum|Delikatesy Centrum
node|4736538332|51.8057060|16.3116821|Wschowa|7|67-400|Zielony Rynek||Delikatesy Centrum|Delikatesy Centrum
node|4740748745|49.8655455|19.6964266||||||Delikatesy Centrum|Delikatesy Centrum
node|4756108251|51.3651405|21.1344164||||||Delikatesy Centrum|Delikatesy Centrum
node|4784080221|49.4253183|20.4819664||||||Delikatesy Centrum|Delikatesy Centrum
node|4792407214|53.1314194|18.0473774||||||Delikatesy Centrum|Delikatesy Centrum
node|4838371474|49.7000375|20.4174672||||||Delikatesy Centrum|Delikatesy Centrum
node|4878606421|49.3991818|20.2508382||164|34-442|Długa||Delikatesy Centrum|
node|4880479523|49.5044204|19.9770433||||||Delikatesy Centrum|
node|4881549750|50.2956561|19.1557570||||Bolesława Prusa||Delikatesy Centrum|Delikatesy Centrum
node|4893960630|49.6029373|20.8809895|Ptaszkowa||33-333|||Delikatesy Centrum|Delikatesy Centrum
node|4906659827|50.0921658|21.6653014|Sędziszów Małopolski|22|39-120|Króla Kazimierza Jagiellończyka||Delikatesy Centrum|Delikatesy Centrum
node|4914449760|52.6587701|17.9534094|Mogilno|13|88-300|Józefa Hallera||Delikatesy Centrum|Delikatesy Centrum
node|4944669157|50.7426808|22.8335497||||||Delikatesy Centrum|Delikatesy Centrum
node|4945837994|52.2132629|22.7110764|Łosice|14|08-200|Marszałka Józefa Piłsudskiego||Delikatesy Centrum|Delikatesy Centrum
node|4957310525|50.7240777|20.0993374||11A|28-363|Jędrzejowska||Delikatesy Centrum|Delikatesy Centrum
node|4959886080|50.0181470|21.9722036|Rzeszów|11|35-082|Architektów||Delikatesy Centrum|Delikatesy Centrum
node|4966136659|50.2478342|19.2545316|Jaworzno|130|43-602|Chropaczówka||Delikatesy Centrum|Delikatesy Centrum
node|4967313406|51.5198008|20.5553391||||||Delikatesy Centrum|Delikatesy Centrum
node|4995508482|50.6945983|22.9773876||||||Delikatesy Centrum|Delikatesy Centrum
node|4998202743|50.8531744|23.3713722||||||Delikatesy Centrum|
node|5002801019|50.1566148|21.9089420||||||Delikatesy Centrum|Delikatesy Centrum
node|5007603998|50.6283877|23.4741971||||||Delikatesy Centrum|Delikatesy Centrum
node|5030539818|51.7980317|18.3408981||||||Delikatesy Centrum|Delikatesy Centrum
node|5040966600|50.7041512|15.9994143|Lubawka|26|58-420|Wodna||Delikatesy Centrum|
node|5041165474|54.2206053|21.3517437||10||Wojska Polskiego||Delikatesy Centrum|Delikatesy Centrum
node|5043839500|49.4419083|20.4271822||||||Delikatesy Centrum|Delikatesy Centrum
node|5046960361|54.7879396|17.9958963|Wierzchucino|33|84-113|Świętej Rozalii||Delikatesy Centrum|
node|5060256965|50.5719521|22.0564871|Stalowa Wola|16C|37-450|Generała Leopolda Okulickiego||Delikatesy Centrum|Delikatesy Centrum
node|5072001221|50.2720989|18.5284721||||||Delikatesy Centrum|Delikatesy Centrum
node|5075141784|52.2603213|20.9223684||||||Delikatesy Centrum|Delikatesy Centrum
node|5075347313|50.9848931|23.1718876|Krasnystaw|4|22-300|Stanisława Augusta Poniatowskiego||Delikatesy Centrum|Delikatesy Centrum
node|5098038994|49.6038724|21.5233228||||||Delikatesy Centrum|
node|5108393960|52.1141160|16.9310465||||||Delikatesy Centrum|Delikatesy Centrum
node|5128217990|50.0668203|22.2318322|Łańcut|4|37-100|Ignacego Paderewskiego||Delikatesy Centrum|
node|5148273206|52.3212420|21.0565847||||||Delikatesy Centrum|Delikatesy Centrum
node|5169505520|50.7984236|21.2325192||||||Delikatesy Centrum|Delikatesy Centrum
node|5177071375|49.7273508|21.4726033||||||Delikatesy Centrum|
node|5177071380|49.7265900|21.4525454||69 i 71|38-200|3 Maja||Delikatesy Centrum|Delikatesy Centrum
node|5177999379|50.9150300|17.5205017||||||Delikatesy Centrum|Delikatesy Centrum
node|5179451935|50.7457729|21.6567107||||||Delikatesy Centrum|
node|5179689092|50.9957570|20.7968883||||||Delikatesy Centrum|Delikatesy Centrum
node|5187323751|49.7429952|21.4621923||||||Delikatesy Centrum|Delikatesy Centrum
node|5209312643|50.6750137|17.9536268||||||Delikatesy Centrum|
node|5215853243|50.9110073|22.8336454||||||Delikatesy Centrum|
node|5216994133|50.0546626|21.6177437||||||Delikatesy Centrum|Delikatesy Centrum
node|5223528022|49.6879778|21.1934467|Gorlice||38-300|Biecka||Delikatesy Centrum|Delikatesy Centrum
node|5230213324|52.1622297|22.2551919||||||Delikatesy Centrum|Delikatesy Centrum
node|5230841161|50.4970622|21.5438978||||||Delikatesy Centrum|
node|5240121563|52.2031086|17.4896926|Miłosław|1|62-320|Plac Wiosny Ludów||Delikatesy Centrum|
node|5241515069|53.3145548|15.0360912||||||Delikatesy Centrum|
node|5245529234|50.0799463|18.0038248||||||Delikatesy Centrum|
node|5271557060|49.6482045|21.6719306||||||Delikatesy Centrum|
node|5271596499|49.6769364|21.6964352||||||Delikatesy Centrum|
node|5271599730|49.6672040|21.6900906||||||Delikatesy Centrum|
node|5287245126|49.5253425|20.3213261|Ochotnica Dolna||34-452|||Delikatesy Centrum|
node|5325521322|49.9446429|19.8869689||||||Delikatesy Centrum|Delikatesy Centrum
node|5336764053|51.9556580|14.7476749|Gubin|1A|66-620|Gdyńska||Delikatesy Centrum|Delikatesy Centrum
node|5348579981|50.3497278|20.6735697||||||Delikatesy Centrum|Delikatesy Centrum
node|5381575524|49.8557166|20.8080286|||32-840|||Delikatesy Centrum|
node|5382354622|49.7272557|19.6783811||||||Delikatesy Centrum|
node|5451506283|52.3306864|20.9026376|||05-092|||Delikatesy Centrum|Delikatesy Centrum
node|5485824426|49.7754401|19.6026568|Zembrzyce||34-210|||Delikatesy Centrum|
node|5493154425|50.2960775|16.8743248||||||Delikatesy Centrum|Delikatesy Centrum
node|5516112421|50.2966285|16.6513795||||||Delikatesy Centrum|Delikatesy Centrum
node|5559071672|49.8764330|21.7529010||||||Delikatesy Centrum|
node|5571687720|51.7743655|16.9854865||||||Delikatesy Centrum|
node|5613842121|49.7341886|21.2606365||||||Delikatesy Centrum|Delikatesy Centrum
node|5613858129|50.3350296|18.1005286||||||Delikatesy Centrum|
node|5659251626|52.0792561|15.6156780|Sulechów|3|66-100|Osiedle Nadodrzańskie||Delikatesy Centrum|Delikatesy Centrum
node|5683853921|50.3672245|20.8874507||||||Delikatesy Centrum|
node|5690886621|49.3394131|22.0736688||||||Delikatesy Centrum|Delikatesy Centrum
node|5691366422|50.3691090|20.8849099||||||Delikatesy Centrum|
node|5721067236|50.5392721|23.2166728||||||Delikatesy Centrum|
node|5744421543|54.5838045|16.8640938|Ustka|9|76-270|Plac Wolności||Delikatesy Centrum|Delikatesy Centrum
node|5757016421|50.5199552|22.1480011||8|37-400|Sportowa||Delikatesy Centrum|Delikatesy Centrum
node|5774898105|50.8913814|23.1569171||||||Delikatesy Centrum|
node|5782029591|50.9523743|22.3866328||||||Delikatesy Centrum|Delikatesy Centrum
node|5807060336|49.4304691|22.5872520|Ustrzyki Dolne|15|38-700|Rynek||Delikatesy Centrum|Delikatesy Centrum
node|5826021290|51.5976030|15.3349064|Żagań|46|68-100|Szkolna||Delikatesy Centrum|
node|5833973486|49.7527158|19.9702188||||||Delikatesy Centrum|
node|5838281707|49.7077578|19.1736253||||||Delikatesy Centrum|Delikatesy Centrum
node|5839735285|51.6741428|22.6373519||||||Delikatesy Centrum|
node|5841888631|50.3072935|17.3894085||||||Delikatesy Centrum|
node|5852219198|49.6913272|21.7315315||||||Delikatesy Centrum|
node|5854739886|51.8972928|19.3068768|Grotniki|42|95-073|Ozorkowska||Delikatesy Centrum|
node|5873849686|50.1078723|19.1948651|Chełm Śląski|98|41-403|Śląska||Delikatesy Centrum|Delikatesy Centrum
node|5874440408|52.1178407|16.1121954|Wolsztyn|8|64-200|Poznańska||Delikatesy Centrum|Delikatesy Centrum
node|5894166757|49.7236126|19.1508362||||||Delikatesy Centrum|Delikatesy Centrum
node|5894180986|49.7616099|19.0902753||||Wyzwolenia||Delikatesy Centrum|Delikatesy Centrum
node|5921057785|51.2741761|16.7182587|Brzeg Dolny|12|56-120|Jana Pawła II||Delikatesy Centrum|Delikatesy Centrum
node|5942830553|54.5668417|18.1045099|Luzino|3|84-242|Ofiar Stutthofu||Delikatesy Centrum|
node|5959019565|50.1690166|22.4500946||231A|37-306||Grodzisko Dolne|Delikatesy Centrum|
node|5965001746|50.0586006|21.4663042||||||Delikatesy Centrum|Delikatesy Centrum
node|6003321716|50.1795542|19.2330726|Jaworzno|1|43-608|Kosów||Delikatesy Centrum|Delikatesy Centrum
node|6013818819|51.9688311|17.5012964|Jarocin|34|63-200|Wrocławska||Delikatesy Centrum|
node|6027272683|50.6512228|21.2601238||||||Delikatesy Centrum|Delikatesy Centrum
node|6067506698|53.4346982|14.5524190||||||Delikatesy Centrum|
node|6116408727|49.7752823|20.2363361||4|34-620||Jodłownik|Delikatesy Centrum|Delikatesy Centrum
node|6126816726|51.7611569|23.5548644||||||Delikatesy Centrum|
node|6132740217|52.3863617|16.8442743||||||Delikatesy Centrum|Delikatesy Centrum
node|6166277551|52.7515019|16.9876227||||||Delikatesy Centrum|
node|6170242803|49.5764618|21.8670044||||||Delikatesy Centrum|Delikatesy Centrum
node|6175822210|51.4166701|21.1779434||||||Delikatesy Centrum|Delikatesy Centrum
node|6177252858|50.5795133|16.5003197|Nowa Ruda||57-400|Piłsudskiego||Delikatesy Centrum|
node|6244530486|54.1760466|15.5872212||||||Delikatesy Centrum|
node|6261776385|54.1900065|15.6656280|Kołobrzeg|2|78-100|Tarnopolska||Delikatesy Centrum|Delikatesy Centrum
node|6273270261|52.4463470|16.8741531||||||Delikatesy Centrum|
node|6297216021|49.7191795|20.4091980||||||Delikatesy Centrum|Delikatesy Centrum
node|6304489187|52.5670507|16.9958036|Murowana Goślina|25|62-095|Długa||Delikatesy Centrum|Delikatesy Centrum
node|6327948701|50.4738191|17.3354349||||||Delikatesy Centrum|
node|6345981717|49.7196372|22.0467617||||||Delikatesy Centrum|Delikatesy Centrum
node|6370919431|49.9160601|18.7648244|Strumień|5|43-246|Stanisława Łuczkiewicza||Delikatesy Centrum|Delikatesy Centrum
node|6372340332|50.8760580|17.7080168||||||Delikatesy Centrum|Delikatesy Centrum
node|6443181521|50.7370633|18.0765940||||||Delikatesy Centrum|
node|6487683399|52.8600078|21.0976809|Maków Mazowiecki|46|06-200|Stanisława Moniuszki||Delikatesy Centrum|Delikatesy Centrum
node|6498308692|51.9359933|15.5253767|Zielona Góra|15B|65-268|Braniborska||Delikatesy Centrum|Delikatesy Centrum
node|6520748950|50.0008734|18.4632915|Wodzisław Śląski|12a|44-300|Targowa||Delikatesy Centrum|
node|6532472637|51.9836171|21.2154828|Góra Kalwaria|17|05-530|Pijarska||Delikatesy Centrum|Delikatesy Centrum
node|6547115738|49.7778266|20.1903067||||||Delikatesy Centrum|Delikatesy Centrum
node|6548098871|49.8230205|22.2349694||||||Delikatesy Centrum|
node|6548919159|49.8643449|20.2916255||||||Delikatesy Centrum|Delikatesy Centrum
node|6549016150|49.9912393|21.9206106|Boguchwała|1|36-040|Adama Mickiewicza||Delikatesy Centrum|Delikatesy Centrum
node|6564354138|54.8283755|18.0875161|Dębki|1|84-110|Morska||Delikatesy Centrum|Delikatesy Centrum
node|6568409191|50.1058748|22.0958768||206|36-004||Łukawiec|Delikatesy Centrum|Delikatesy Centrum
node|6570170766|51.2579605|22.5409430||||||Delikatesy Centrum|Delikatesy Centrum
node|6644606778|49.7122463|19.3079867||||||Delikatesy Centrum|Delikatesy Centrum
node|6653469902|50.0105711|18.4663434||||||Delikatesy Centrum|Delikatesy Centrum
node|6685655346|51.0784771|17.1741148|Kamieniec Wrocławski|2|55-002|Malinowa||Delikatesy Centrum|
node|6687168209|49.6325876|21.7850235||||||Delikatesy Centrum|Delikatesy Centrum
node|6700910371|49.6910194|21.7554898||||||Delikatesy Centrum|Delikatesy Centrum
node|6719992135|54.4184110|17.4148863||||||Delikatesy Centrum|Delikatesy Centrum
node|6742627488|50.0192716|21.0157858|Tarnów|13|33-100|Marii Dąbrowskiej||Delikatesy Centrum|Delikatesy Centrum
node|6770475883|51.1376510|20.5559161||||||Delikatesy Centrum|Delikatesy Centrum
node|6789130105|49.8551837|20.8200506|Zakliczyn|57A||Jacka Malczewskiego||Delikatesy Centrum|Delikatesy Centrum
node|6795916643|54.3265717|19.1190311|Stegna|36||Gdańska||Delikatesy Centrum|
node|6808306758|50.2972743|21.4428541||||||Delikatesy Centrum|Delikatesy Centrum
node|6852672451|53.0619810|19.4197112||||||Delikatesy Centrum|
node|6861693007|51.1133476|18.2100622|Byczyna|10|46-220|Basztowa||Delikatesy Centrum|Delikatesy Centrum
node|6898563688|49.6909032|22.4801799||||||Delikatesy Centrum|Delikatesy Centrum
node|6937101920|50.2878175|21.4489710||||||Delikatesy Centrum|Delikatesy Centrum
node|6970611394|54.3311683|18.2010793||||||Delikatesy Centrum|Delikatesy Centrum
node|7004087186|50.5437648|18.3801903||||||Delikatesy Centrum|Delikatesy Centrum
node|7016936982|51.5481811|23.5529568|Włodawa|12|22-200|Władysława Stanisława Reymonta||Delikatesy Centrum|Delikatesy Centrum
node|7096836635|51.4287479|21.1619714||||||Delikatesy Centrum|Delikatesy Centrum
node|7137739299|52.3344832|16.7176857|Konarzewo|2|62-070|Poznańska||Delikatesy Centrum|Delikatesy Centrum
node|7145695179|49.7187040|19.3724950||||||Delikatesy Centrum|Delikatesy Centrum
node|7193058165|49.6308806|20.6674504||8a||Marcinkowicka||Delikatesy Centrum|
node|7204666374|50.3237847|19.0740771||||||Delikatesy Centrum|Delikatesy Centrum
node|7334258174|50.7535498|23.7658033||||||Delikatesy Centrum|Delikatesy Centrum
node|7342978470|50.3495742|18.8764195||||||Delikatesy Centrum|Delikatesy Centrum
node|7366357361|50.4645157|17.3292023||||||Delikatesy Centrum|Delikatesy Centrum
node|7433470592|51.1368391|20.9160517||||||Delikatesy Centrum|Delikatesy Centrum
node|7435862170|50.5665376|21.1722273|Staszów|21|28-200|Jana Pawła II||Delikatesy Centrum|Delikatesy Centrum
node|7483112080|50.2200108|19.9780447||||||Delikatesy Centrum|
node|7502957385|50.7159314|16.8350506||||||Delikatesy Centrum|Delikatesy Centrum
node|7540995372|51.2883769|18.7913439||||||Delikatesy Centrum|Delikatesy Centrum
node|7565163985|51.1187447|21.1667091||233|27-100||Jasieniec Iłżecki Górny|Delikatesy Centrum|Delikatesy Centrum
node|7574953132|49.7013547|22.0201229||||||Delikatesy Centrum|Delikatesy Centrum
node|7600367470|50.2159616|21.9531834||||||Delikatesy Centrum|Delikatesy Centrum
node|7629626985|51.3899800|15.6007219|Trzebień|6|59-700|Leśna||Delikatesy Centrum|
node|7652594556|51.0505341|20.8315331||||||Delikatesy Centrum|Delikatesy Centrum
node|7714586553|49.8190900|19.2168598|Porąbka|17|43-353|Rynek||Delikatesy Centrum|Delikatesy Centrum
node|7716545071|51.3145505|20.9840290||||||Delikatesy Centrum|Delikatesy Centrum
node|7729395981|51.5582043|22.5087135||||||Delikatesy Centrum|Delikatesy Centrum
node|7762523744|50.1971799|21.2751712||||||Delikatesy Centrum|Delikatesy Centrum
node|7781866323|52.4101805|16.9793880||||||Delikatesy Centrum|Delikatesy Centrum
node|7788287242|50.2644923|21.2869019||||||Delikatesy Centrum|Delikatesy Centrum
node|7829715486|49.8141554|22.2337950||||||Delikatesy Centrum|
node|7833587406|52.1986574|21.0127267||||||Delikatesy Centrum|Delikatesy Centrum
node|7869480416|50.8795326|20.6068404|Kielce|84|25-607|Króla Bolesława Chrobrego||Delikatesy Centrum|Delikatesy Centrum
node|7877632245|49.7183334|21.6513705||||||Delikatesy Centrum|Delikatesy Centrum
node|7888393939|51.2742760|23.4349604||||||Delikatesy Centrum|Delikatesy Centrum
node|7888752786|51.0575785|16.1872125||||||Delikatesy Centrum|
node|7924541587|52.1612340|20.9146736||||||Delikatesy Centrum|Delikatesy Centrum
node|7944651288|49.8798749|21.4100650|Brzostek|39|39-230|Rynek||Delikatesy Centrum|Delikatesy Centrum
node|7970251043|52.4763512|22.4419972|Jabłonna Lacka|1|08-304|Henryka Sienkiewicza||Delikatesy Centrum|Delikatesy Centrum
node|7998118087|52.8938103|16.5480440|Czarnków|13|64-700|Osiedle Parkowe||Delikatesy Centrum|Delikatesy Centrum
node|8014184568|52.1082149|20.6334074||||||Delikatesy Centrum|Delikatesy Centrum
node|8019268269|52.1990820|21.0035578||||||Delikatesy Centrum|Delikatesy Centrum
node|8021433308|50.4477583|19.5193579||||||Delikatesy Centrum|Delikatesy Centrum
node|8050465606|49.9967582|20.0680024||||||Delikatesy Centrum|
node|8064616689|49.8028488|21.1842016||639|38-247||Ołpiny|Delikatesy Centrum|Delikatesy Centrum
node|8098358455|54.2601717|18.6501472|Pruszcz Gdański|38|83-000|Fryderyka Chopina||Delikatesy Centrum|Delikatesy Centrum
node|8151862119|53.3982669|14.5251940||||||Delikatesy Centrum|Delikatesy Centrum
node|8189080712|50.7031751|22.4276980||||||Delikatesy Centrum|Delikatesy Centrum
node|8273859524|49.6267718|20.9546196||||||Delikatesy Centrum|
node|8273859529|49.6245209|20.9443851||||||Delikatesy Centrum|
node|8273859544|49.6247672|20.9486753||||||Delikatesy Centrum|
node|8289078080|50.3370934|18.8969312|Bytom|1A|41-907|Karpacka||Delikatesy Centrum|Delikatesy Centrum
node|8342655196|52.9956632|16.9162570||||||Delikatesy Centrum|Delikatesy Centrum
node|8357411729|50.1936311|21.4797862||||||Delikatesy Centrum|Delikatesy Centrum
node|8402113563|51.3648572|19.3707035||||||Delikatesy Centrum|Delikatesy Centrum
node|8459476442|52.1093631|16.1185538|Wolsztyn|18|64-200|Juliusza Słowackiego||Delikatesy Centrum|Delikatesy Centrum
node|8476130313|51.3497785|20.6266002||||||Delikatesy Centrum|Delikatesy Centrum
node|8496592291|49.9947479|19.9459612||||||Delikatesy Centrum|Delikatesy Centrum
node|8499972538|51.2980316|22.8950237||||||Delikatesy Centrum|Delikatesy Centrum
node|8518130766|53.8163188|15.6768589||||||Delikatesy Centrum|
node|8548803494|52.2524366|21.0746077|Warszawa|16|04-392|Wojciecha Chrzanowskiego||Delikatesy Centrum|Delikatesy Centrum
node|8632587349|53.5860077|20.2899743|Olsztynek|30|11-015|Krzysztofa Mrongowiusza||Delikatesy Centrum|Delikatesy Centrum
node|8638349470|50.0179220|22.6723575|Jarosław|3|37-500|Reformacka||Delikatesy Centrum|Delikatesy Centrum
node|8732055071|49.7664761|21.5409638||454|38-200||Warzyce|Delikatesy Centrum|Delikatesy Centrum
node|8734790931|51.9505040|15.0880453||||||Delikatesy Centrum|Delikatesy Centrum
node|8738068628|49.8452904|20.1383249||||||Delikatesy Centrum|
node|8789596979|49.7849685|20.9733702||||||Delikatesy Centrum|Delikatesy Centrum
node|8877648975|54.0117799|21.7323414|Wilkasy|52|11-500|Olsztyńska||Delikatesy Centrum|Delikatesy Centrum
node|8890564224|52.1955902|20.9838103||||||Delikatesy Centrum|Delikatesy Centrum
node|8904571086|52.1952032|20.8997620|Warszawa|40A|02-495|Dzieci Warszawy||Delikatesy Centrum|Delikatesy Centrum
node|8909959765|52.0903460|20.9876661||||||Delikatesy Centrum|Delikatesy Centrum
node|8926363808|54.6067588|18.2690731||||||Delikatesy Centrum|Delikatesy Centrum
node|8954379329|49.7846198|22.7939995||||||Delikatesy Centrum|Delikatesy Centrum
node|8981895535|49.7364181|18.7394983||||||Delikatesy Centrum|Delikatesy Centrum
node|8984023242|52.4068395|22.2354373|Sokołów Podlaski|47|08-300|Wolności||Delikatesy Centrum|Delikatesy Centrum
node|8992610144|49.4241259|22.3241458||||||Delikatesy Centrum|Delikatesy Centrum
node|9014206933|51.2073332|16.1903832|Legnica|30|59-220|Marsa||Delikatesy Centrum|
node|9020945035|50.2946075|18.7290562||||||Delikatesy Centrum|Delikatesy Centrum
node|9032306917|49.7597130|20.3412146||||||Delikatesy Centrum|Delikatesy Centrum
node|9037337679|52.1898531|21.0135764|Warszawa|63|02-679|Zygmunta Modzelewskiego||Delikatesy Centrum|Delikatesy Centrum
node|9043886772|49.9349647|21.8689656||||||Delikatesy Centrum|Delikatesy Centrum
node|9046431593|49.7906047|19.0487405||||||Delikatesy Centrum|Delikatesy Centrum
node|9048321669|50.8282959|20.5275462||||||Delikatesy Centrum|Delikatesy Centrum
node|9063695082|50.2125296|19.6875199||90A|32-049||Czubrowice|Delikatesy Centrum|Delikatesy Centrum
node|9067728296|49.4723962|19.0403409||150a|34-370||Rycerka Górna|Delikatesy Centrum|Delikatesy Centrum
node|9090930773|52.2469729|21.0551959||||||Delikatesy Centrum|Delikatesy Centrum
node|9155715187|50.5351594|22.7196620||||||Delikatesy Centrum|Delikatesy Centrum
node|9162325492|54.7157191|18.0287614|Gniewino|58|84-250|Pomorska||Delikatesy Centrum|Delikatesy Centrum
node|9233860804|49.6082136|20.6953327|Nowy Sącz|15|33-300|Zygmuntowska||Delikatesy Centrum|Delikatesy Centrum
node|9240369097|52.2664114|21.1780544||||||Delikatesy Centrum|Delikatesy Centrum
node|9250101856|50.3142188|22.9569228||139|23-413||Obsza|Delikatesy Centrum|Delikatesy Centrum
node|9309983217|52.1862621|20.8956660||||||Delikatesy Centrum|Delikatesy Centrum
node|9315869327|51.6138936|15.3236556||||||Delikatesy Centrum|Delikatesy Centrum
node|9337733232|50.3797571|22.9124060||||||Delikatesy Centrum|Delikatesy Centrum
node|9359309379|54.2069406|21.7404448||||||Delikatesy Centrum|Delikatesy Centrum
node|9397751969|50.0527971|20.2765782||583|32-007||Wola Btorska|Delikatesy Centrum|Delikatesy Centrum
node|9416754591|52.2184337|22.7109244||||||Delikatesy Centrum|Delikatesy Centrum
node|9419340943|51.8445664|19.4153947|Zgierz|77-79|95-100|Łódzka||Delikatesy Centrum|
