name|brand|brand:wikidata|addr:postcode|addr:city|addr:place|addr:street|addr:housenumber|addr:door|@lat|@lon|@id
Delikatesy Centrum|Delikatesy Centrum||20-840|Lublin||Ludomira Michała Rogowskiego|||51.2579605|22.5409430|node/6570170766
Delikatesy Centrum|Delikatesy Centrum||34-322|Gilowice||Krakowska|||49.7122463|19.3079867|node/6644606778
Delikatesy Centrum|Delikatesy Centrum||44-300|Wodzisław Śląski||26 Marca|94a||50.0105711|18.4663434|node/6653469902
Delikatesy Centrum|||55-002|Kamieniec Wrocławski||Malinowa|2||51.0784771|17.1741148|node/6685655346
Delikatesy Centrum|Delikatesy Centrum||38-430|Miejsce Piastowe||Cmentarna|||49.6325876|21.7850235|node/6687168209
Delikatesy Centrum|Delikatesy Centrum||38-400|Krosno||Kazimierza Pużaka|||49.6910194|21.7554898|node/6700910371
Delikatesy Centrum|Delikatesy Centrum||76-230||Łupawa||19||54.4184110|17.4148863|node/6719992135
Delikatesy Centrum|Delikatesy Centrum||33-100|Tarnów||Marii Dąbrowskiej|13||50.0192716|21.0157858|node/6742627488
Delikatesy Centrum|Delikatesy Centrum||26-220|Stąporków||1 Maja|6||51.1376510|20.5559161|node/6770475883
Delikatesy Centrum|Delikatesy Centrum|||Zakliczyn||Jacka Malczewskiego|57A||49.8551837|20.8200506|node/6789130105
Delikatesy Centrum||||Stegna||Gdańska|36||54.3265717|19.1190311|node/6795916643
Delikatesy Centrum|Delikatesy Centrum||39-300|Mielec||Edmunda Biernackiego|2||50.2972743|21.4428541|node/6808306758
Delikatesy Centrum|||87-500|Rypin||Księdza Czesława Lissowskiego|||53.0619810|19.4197112|node/6852672451
Delikatesy Centrum|Delikatesy Centrum||46-220|Byczyna||Basztowa|10||51.1133476|18.2100622|node/6861693007
Delikatesy Centrum|Delikatesy Centrum||37-740|Bircza||Rynek|10||49.6909032|22.4801799|node/6898563688
Delikatesy Centrum|Delikatesy Centrum||39-300|Mielec||Wolności|||50.2878175|21.4489710|node/6937101920
Delikatesy Centrum|Delikatesy Centrum||83-300|Kartuzy||Marszałka Józefa Piłsudskiego|4||54.3311683|18.2010793|node/6970611394
Delikatesy Centrum|Delikatesy Centrum||47-133|Jemielnica||Nowa Kolonia|12||50.5437648|18.3801903|node/7004087186
Delikatesy Centrum|Delikatesy Centrum||22-200|Włodawa||Władysława Stanisława Reymonta|12||51.5481811|23.5529568|node/7016936982
Delikatesy Centrum|Delikatesy Centrum||26-605|Radom||Jagiellońska|||51.4287479|21.1619714|node/7096836635
Delikatesy Centrum|Delikatesy Centrum||62-070|Konarzewo||Poznańska|2||52.3344832|16.7176857|node/7137739299
Delikatesy Centrum|Delikatesy Centrum||34-323|Ślemień||Rynek|2||49.7187040|19.3724950|node/7145695179
Delikatesy Centrum|||33-395|Nowy Sącz||Marcinkowicka|8a||49.6308806|20.6674504|node/7193058165
Delikatesy Centrum|Delikatesy Centrum||41-250|Czeladź||17 Lipca|15||50.3237847|19.0740771|node/7204666374
Delikatesy Centrum|Delikatesy Centrum||22-550|gmina Werbkowice||Zamojska|6||50.7535498|23.7658033|node/7334258174
Delikatesy Centrum|Delikatesy Centrum||41-906|Bytom||Worpie|||50.3495742|18.8764195|node/7342978470
Delikatesy Centrum|Delikatesy Centrum||48-304|Nysa||Adama Mickiewicza|41a||50.4645157|17.3292023|node/7366357361
Delikatesy Centrum|Delikatesy Centrum||26-115|Skarżysko Kościelne||Iłżecka|24||51.1368391|20.9160517|node/7433470592
Delikatesy Centrum|Delikatesy Centrum||28-200|Staszów||Jana Pawła II|21||50.5665376|21.1722273|node/7435862170
Delikatesy Centrum|||32-095|Iwanowice Włościańskie||Jurajska|8||50.2200108|19.9780447|node/7483112080
Delikatesy Centrum|Delikatesy Centrum||58-230|Niemcza||Rynek|26||50.7159314|16.8350506|node/7502957385
Delikatesy Centrum|Delikatesy Centrum||98-320|Osjaków||Targowa|4||51.2883769|18.7913439|node/7540995372
Delikatesy Centrum|Delikatesy Centrum||27-100||Jasieniec Iłżecki Górny||233||51.1187447|21.1667091|node/7565163985
Delikatesy Centrum|Delikatesy Centrum||36-200|Brzozów||Legionistów|2||49.7013547|22.0201229|node/7574953132
Delikatesy Centrum|Delikatesy Centrum||36-003||Przewrotne||5||50.2159616|21.9531834|node/7600367470
Delikatesy Centrum|||59-700|Trzebień||Leśna|6||51.3899800|15.6007219|node/7629626985
Delikatesy Centrum|Delikatesy Centrum||26-130|Suchedniów||Fabryczna|||51.0505341|20.8315331|node/7652594556
Delikatesy Centrum|Delikatesy Centrum||43-353|Porąbka||Rynek|17||49.8190900|19.2168598|node/7714586553
Delikatesy Centrum|Delikatesy Centrum||26-505|Orońsko||Topolowa|||51.3145505|20.9840290|node/7716545071
Delikatesy Centrum|Delikatesy Centrum||21-136|Firlej||Rynek|8||51.5582043|22.5087135|node/7729395981
Delikatesy Centrum|Delikatesy Centrum||39-310|Radomyśl Wielki||Matuli|||50.1971799|21.2751712|node/7762523744
Delikatesy Centrum|Delikatesy Centrum||61-033|Poznań||Krańcowa|||52.4101805|16.9793880|node/7781866323
Delikatesy Centrum|Delikatesy Centrum||39-308|Zgórsko||984|||50.2644923|21.2869019|node/7788287242
Delikatesy Centrum|||36-065|Dynów||Kazimierza Wielkiego|2||49.8141554|22.2337950|node/7829715486
Delikatesy Centrum|Delikatesy Centrum||02-585|Warszawa||Aleja Niepodległości|92/98||52.1986574|21.0127267|node/7833587406
Delikatesy Centrum|Delikatesy Centrum||25-607|Kielce||Króla Bolesława Chrobrego|84||50.8795326|20.6068404|node/7869480416
Delikatesy Centrum|Delikatesy Centrum||38-460|Jedlicze||Brzozowa|||49.7183334|21.6513705|node/7877632245
Delikatesy Centrum|Delikatesy Centrum||22-107|Sawin||Rynek|18b||51.2742760|23.4349604|node/7888393939
Delikatesy Centrum|||59-400|Jawor||Stanisława Moniuszki|||51.0575785|16.1872125|node/7888752786
Delikatesy Centrum|Delikatesy Centrum||05-090|Raszyn||Pruszkowska|52||52.1612340|20.9146736|node/7924541587
Delikatesy Centrum|Delikatesy Centrum||39-230|Brzostek||Rynek|39||49.8798749|21.4100650|node/7944651288
Delikatesy Centrum|Delikatesy Centrum||08-304|Jabłonna Lacka||Henryka Sienkiewicza|1||52.4763512|22.4419972|node/7970251043
Delikatesy Centrum|Delikatesy Centrum||64-700|Czarnków||Osiedle Parkowe|13||52.8938103|16.5480440|node/7998118087
Delikatesy Centrum|Delikatesy Centrum||05-825|Grodzisk Mazowiecki||Armii Krajowej|15||52.1082149|20.6334074|node/8014184568
Delikatesy Centrum|Delikatesy Centrum||02-503|Warszawa||Jarosława Dąbrowskiego|||52.1990820|21.0035578|node/8019268269
Delikatesy Centrum|Delikatesy Centrum||42-440|Ogrodzieniec||Plac Wolności|17||50.4477583|19.5193579|node/8021433308
Delikatesy Centrum|||32-020|Śledziejowice||Północna Obwodnica Wieliczki|||49.9967582|20.0680024|node/8050465606
Delikatesy Centrum|Delikatesy Centrum||38-247||Ołpiny||639||49.8028488|21.1842016|node/8064616689
Delikatesy Centrum|Delikatesy Centrum||83-000|Pruszcz Gdański||Fryderyka Chopina|38||54.2601717|18.6501472|node/8098358455
Delikatesy Centrum|Delikatesy Centrum||70-023|Szczecin||Budziszyńska|||53.3982669|14.5251940|node/8151862119
Delikatesy Centrum|Delikatesy Centrum||23-300|Janów Lubelski||Liliowa|2||50.7031751|22.4276980|node/8189080712
Delikatesy Centrum|||33-330|Grybów||Grunwaldzka|43||49.6267718|20.9546196|node/8273859524
Delikatesy Centrum|||38-330|Grybów||Rynek|1||49.6245209|20.9443851|node/8273859529
Delikatesy Centrum|||38-330|Grybów||600-Lecia|1||49.6247672|20.9486753|node/8273859544
Delikatesy Centrum|Delikatesy Centrum||41-907|Bytom||Karpacka|1A||50.3370934|18.8969312|node/8289078080
Delikatesy Centrum|Delikatesy Centrum||64-800|Chodzież||Stanisława Małachowskiego|||52.9956632|16.9162570|node/8342655196
Delikatesy Centrum|Delikatesy Centrum||39-320|Przecław||Rynek|23||50.1936311|21.4797862|node/8357411729
Delikatesy Centrum|Delikatesy Centrum||97-400|Bełchatów||Tadeusza Kościuszki|12||51.3648572|19.3707035|node/8402113563
Delikatesy Centrum|Delikatesy Centrum||64-200|Wolsztyn||Juliusza Słowackiego|18||52.1093631|16.1185538|node/8459476442
Delikatesy Centrum|Delikatesy Centrum||26-400|Przysucha||Świętokrzyska|||51.3497785|20.6266002|node/8476130313
Delikatesy Centrum|Delikatesy Centrum||30-615|Kraków||Merkuriusza Polskiego|||49.9947479|19.9459612|node/8496592291
Delikatesy Centrum|Delikatesy Centrum||21-010|Łęczna||Polna|7||51.2980316|22.8950237|node/8499972538
Delikatesy Centrum|||78-312|Bełtno||152|||53.8163188|15.6768589|node/8518130766
Delikatesy Centrum|Delikatesy Centrum||04-392|Warszawa||Wojciecha Chrzanowskiego|16||52.2524366|21.0746077|node/8548803494
Delikatesy Centrum|Delikatesy Centrum||11-015|Olsztynek||Krzysztofa Mrongowiusza|30||53.5860077|20.2899743|node/8632587349
Delikatesy Centrum|Delikatesy Centrum||37-500|Jarosław||Reformacka|3||50.0179220|22.6723575|node/8638349470
Delikatesy Centrum|Delikatesy Centrum||38-200||Warzyce||454||49.7664761|21.5409638|node/8732055071
Delikatesy Centrum|Delikatesy Centrum||66-627||Bobrowice||148||51.9505040|15.0880453|node/8734790931
Delikatesy Centrum|||32-415||Raciechowice||119||49.8452904|20.1383249|node/8738068628
Delikatesy Centrum|Delikatesy Centrum||33-190|Ciężkowice||Świętego Floriana|||49.7849685|20.9733702|node/8789596979
Delikatesy Centrum|Delikatesy Centrum||11-500|Wilkasy||Olsztyńska|52||54.0117799|21.7323414|node/8877648975
Delikatesy Centrum|Delikatesy Centrum||02-092|Warszawa||Białej Floty|||52.1955902|20.9838103|node/8890564224
Delikatesy Centrum|Delikatesy Centrum||02-495|Warszawa||Dzieci Warszawy|40A||52.1952032|20.8997620|node/8904571086
Delikatesy Centrum|Delikatesy Centrum||05-500|Nowa Wola||Ignacego Krasickiego|110||52.0903460|20.9876661|node/8909959765
Delikatesy Centrum|Delikatesy Centrum||84-200|Wejherowo||Augustyna Necla|8||54.6067588|18.2690731|node/8926363808
Delikatesy Centrum|Delikatesy Centrum||37-700|Przemyśl||Wincentego Pola|32||49.7846198|22.7939995|node/8954379329
Delikatesy Centrum|Delikatesy Centrum||43-440|Goleszów||1 Maja|||49.7364181|18.7394983|node/8981895535
Delikatesy Centrum|Delikatesy Centrum||08-300|Sokołów Podlaski||Wolności|47||52.4068395|22.2354373|node/8984023242
Delikatesy Centrum|Delikatesy Centrum||38-604||Hoczew||96||49.4241259|22.3241458|node/8992610144
Delikatesy Centrum|||59-220|Legnica||Marsa|30||51.2073332|16.1903832|node/9014206933
Delikatesy Centrum|Delikatesy Centrum||44-103|Gliwice||Skarbnika|3||50.2946075|18.7290562|node/9020945035
Delikatesy Centrum|Delikatesy Centrum||34-652||Rupniów||334||49.7597130|20.3412146|node/9032306917
Delikatesy Centrum|Delikatesy Centrum||02-679|Warszawa||Zygmunta Modzelewskiego|63||52.1898531|21.0135764|node/9037337679
Delikatesy Centrum|Delikatesy Centrum||38-120||Babica||416C||49.9349647|21.8689656|node/9043886772
Delikatesy Centrum|Delikatesy Centrum||43-309|Bielsko-Biała||Olszówka|||49.7906047|19.0487405|node/9046431593
Delikatesy Centrum|Delikatesy Centrum||26-052|Zagrody||Szewska|||50.8282959|20.5275462|node/9048321669
Delikatesy Centrum|Delikatesy Centrum||32-049||Czubrowice||90A||50.2125296|19.6875199|node/9063695082
Delikatesy Centrum|Delikatesy Centrum||34-370||Rycerka Górna||150a||49.4723962|19.0403409|node/9067728296
Delikatesy Centrum|Delikatesy Centrum||03-822|Warszawa||Grochowska|355||52.2469729|21.0551959|node/9090930773
Delikatesy Centrum|Delikatesy Centrum||23-400|Biłgoraj||Tadeusza Kościuszki|50||50.5351594|22.7196620|node/9155715187
Delikatesy Centrum|Delikatesy Centrum||84-250|Gniewino||Pomorska|58||54.7157191|18.0287614|node/9162325492
Delikatesy Centrum|Delikatesy Centrum||33-300|Nowy Sącz||Zygmuntowska|15||49.6082136|20.6953327|node/9233860804
Delikatesy Centrum|Delikatesy Centrum||00-910|Warszawa||Pontonierów|11||52.2664114|21.1780544|node/9240369097
Delikatesy Centrum|Delikatesy Centrum||23-413||Obsza||139||50.3142188|22.9569228|node/9250101856
Delikatesy Centrum|Delikatesy Centrum||02-497|Warszawa||Skoroszewska|||52.1862621|20.8956660|node/9309983217
Delikatesy Centrum|Delikatesy Centrum||68-100|Żagań||Plac Słowiański|5||51.6138936|15.3236556|node/9315869327
Delikatesy Centrum|Delikatesy Centrum||23-412|Łukowa||849|||50.3797571|22.9124060|node/9337733232
Delikatesy Centrum|Delikatesy Centrum||11-600|Węgorzewo||Mikołaja Kopernika|18||54.2069406|21.7404448|node/9359309379
Delikatesy Centrum|Delikatesy Centrum||32-007||Wola Btorska||583||50.0527971|20.2765782|node/9397751969
Delikatesy Centrum|Delikatesy Centrum||08-200|Łosice||Kolejowa|||52.2184337|22.7109244|node/9416754591
Delikatesy Centrum|||95-100|Zgierz||Łódzka|77-79||51.8445664|19.4153947|node/9419340943
Delikatesy Centrum|Delikatesy Centrum||37-630|Oleszyce||Tadeusza Kościuszki|4||50.1686838|23.0298168|node/9430971866
Delikatesy Centrum|Delikatesy Centrum||37-700|Przemyśl||Kazimierza Opalińskiego|9||49.7976942|22.7595581|node/9453647880
Delikatesy Centrum|Delikatesy Centrum||36-145|Widełka||Widełka Mała|||50.2028173|21.8865724|node/9457968918
Delikatesy Centrum|Delikatesy Centrum||90-420|Łódź||Andrzeja Struga|57||51.7643548|19.4414358|node/9461329550
Delikatesy Centrum|||21-560|Międzyrzec Podlaski||Brzeska|53A||51.9894836|22.7948648|node/9481215051
Delikatesy Centrum|Delikatesy Centrum||26-025|Łagów||Rynek|40||50.7731369|21.0832550|node/9488025761
Delikatesy Centrum|Delikatesy Centrum||26-065|Piekoszów||Częstochowska|89||50.8852988|20.4598461|node/9501486544
Delikatesy Centrum|Delikatesy Centrum||58-260|Bielawa||Wolności|34||50.6948070|16.6347214|node/9503063413
Delikatesy Centrum|Delikatesy Centrum||58-260|Bielawa||Osiedle Włókniarzy|2||50.6897494|16.6200932|node/9503063414
Delikatesy Centrum|||58-340|Głuszyca||Henryka Sienkiewicza|69a||50.6976647|16.3679845|node/9503063415
Delikatesy Centrum|||57-300|Kłodzko||Warty|2||50.4499673|16.6618943|node/9503063416
Delikatesy Centrum|Delikatesy Centrum||57-500|Bystrzyca Kłodzka||Osiedle Szkolne|10||50.3025900|16.6380500|node/9503076217
Delikatesy Centrum|||57-100|Strzelin||Rynek|2a||50.7802961|17.0713019|node/9503076218
Delikatesy Centrum|||55-220|Miłoszyce||Główna|7||51.0510511|17.3127010|node/9503076219
Delikatesy Centrum|Delikatesy Centrum||56-420|Bierutów||Rynek|20||51.1239989|17.5432112|node/9503076220
Delikatesy Centrum|Delikatesy Centrum||56-420|Bierutów||Juliusza Słowackiego|13A||51.1292134|17.5376680|node/9503076221
Delikatesy Centrum|||59-330|Ścinawa||Tadeusza Kościuszki|31||51.4121812|16.4221636|node/9503076222
Delikatesy Centrum|Delikatesy Centrum||59-700|Bolesławiec||Adama Mickiewicza|6b||51.2644445|15.5675417|node/9503076223
Delikatesy Centrum|||59-930|Pieńsk||Ojca Michała Tomaszka|21||51.2474283|15.0464272|node/9503076224
Delikatesy Centrum|||50-241|Wrocław||Henryka Pobożnego|11||51.1208400|17.0388400|node/9503104073
Delikatesy Centrum|||51-124|Wrocław||Henryka Michała Kamieńskiego|92-102||51.1467696|17.0414594|node/9503104074
Delikatesy Centrum|||58-100|Świdnica||Franciszkańska|9||50.8443955|16.4871766|node/9503104075
Delikatesy Centrum|||59-500|Złotoryja||Legnicka|41||51.1338025|15.9412147|node/9503104076
Delikatesy Centrum|||59-513|Wilków||Mikołaja Kopernika|1||51.0846751|15.9444013|node/9503104077
Delikatesy Centrum|||59-524||Proboszczów||33A||51.0684765|15.7943130|node/9503104078
Delikatesy Centrum|Delikatesy Centrum||32-040|Świątniki Górne||Franciszka Bielowicza|52||49.9335667|19.9681676|node/9517532482
Delikatesy Centrum|Delikatesy Centrum||86-122|Przysiersk||Tucholska|6||53.4314075|18.3101886|node/9520471490
Delikatesy Centrum|Delikatesy Centrum||43-607|Jaworzno||Na Stoku|105B||50.1580403|19.3094553|node/9543751514
Delikatesy Centrum|Delikatesy Centrum||27-530|Ożarów||Długa|6||50.8857758|21.6653143|node/9570572453
Delikatesy Centrum|Delikatesy Centrum||51-180|Wrocław||Pełczyńska|23||51.1630868|17.0023134|node/9571824891
Delikatesy Centrum|Delikatesy Centrum||43-602|Jaworzno||Węgrzyna|||50.2389123|19.2762008|node/9581396944
Delikatesy Centrum|||39-432|Gorzyce||Plac Handlowy|3||50.6596754|21.8426692|node/9628458538
Delikatesy Centrum|Delikatesy Centrum||23-300|Janów Lubelski||Sukiennicza|24||50.7070300|22.4083700|node/9628458539
Delikatesy Centrum|Delikatesy Centrum||39-200||Pustynia||135c||50.0799469|21.4552635|node/9657870684
Delikatesy Centrum|Delikatesy Centrum||32-600|Oświęcim||Generała Józefa Bema|8A||50.0316400|19.2445263|node/9675689759
Delikatesy Centrum|Delikatesy Centrum||26-960|Chęciny||Kielecka|||50.8006401|20.4693497|node/9680837675
Delikatesy Centrum|Delikatesy Centrum||24-300|Opole Lubelskie||Lubelska|49||51.1570780|21.9742179|node/9687527055
Delikatesy Centrum|||37-232|Jawornik Polski||835|||49.8917864|22.2904116|node/9699826186
Delikatesy Centrum|Delikatesy Centrum||05-825|Grodzisk Mazowiecki||Plac Króla Zygmunta Starego|20||52.1043954|20.6213316|node/9713932955
Delikatesy Centrum|Delikatesy Centrum||38-300|Gorlice||Węgierska|27||49.6486227|21.1657095|node/9723402882
Delikatesy Centrum|Delikatesy Centrum||05-816|Reguły||Regulska|49||52.1709199|20.8607962|node/9735233382
Delikatesy Centrum|Delikatesy Centrum||66-530|Drezdenko||Pierwszej Brygady|1G||52.8356999|15.8319416|node/9759537581
Delikatesy Centrum|Delikatesy Centrum||43-245|Studzionka||Powstańców Śląskich|||49.9610791|18.7745912|node/9775399791
Delikatesy Centrum|Delikatesy Centrum||89-632|Brusy||Plac Jana Pawła II|2||53.8850401|17.7219126|node/9806031999
Delikatesy Centrum|Delikatesy Centrum||37-550|Radymno||Tadeusza Kościuszki|||49.9566008|22.8121072|node/9825914741
Delikatesy Centrum|Delikatesy Centrum||38-440||Lubatówka||113a||49.5876276|21.7531189|node/9855012733
Delikatesy Centrum|||||Rzepedź||2||49.3634078|22.1096474|node/9870330791
Delikatesy Centrum|Delikatesy Centrum||33-140|Lisia Góra||Henryka Sucharskiego|2||50.0829015|21.0259096|node/9887052896
Delikatesy Centrum|Delikatesy Centrum||57-300|Kłodzko||Browarna|4||50.4391641|16.6523717|node/9905918719
Delikatesy Centrum|||36-065|Dynów||Karolówka|1||49.8027171|22.2401911|node/9905967553
Delikatesy Centrum|Delikatesy Centrum||45-774|Opole||Odrodzenia|||50.6463024|17.9076031|node/9906166889
Delikatesy Centrum|Delikatesy Centrum||02-699|Warszawa||Kłobucka|8B||52.1632271|20.9925514|node/9929924831
Delikatesy Centrum|Delikatesy Centrum|||Milczany|||98||50.6936431|21.7003726|node/9934795345
Delikatesy Centrum|Delikatesy Centrum||23-423||Potok Górny||104b||50.3843896|22.5377066|node/9939100727
Delikatesy Centrum|Delikatesy Centrum||01-319|Warszawa||Szeligowska|10||52.2192414|20.8988232|node/9957357918
Delikatesy Centrum|Delikatesy Centrum||33-351|Piwniczna-Zdrój||Karpały|||49.4341208|20.7440310|node/9987886342
Delikatesy Centrum|Delikatesy Centrum||38-612|Bóbrka||895|||49.4144820|22.4491107|node/9988073197
Delikatesy Centrum|Delikatesy Centrum||26-004|Bieliny||Kielecka|72||50.8488252|20.9194728|node/10008567522
Delikatesy Centrum|Delikatesy Centrum||93-114|Łódź||Przędzalniana|110||51.7451453|19.4879293|node/10010746209
Delikatesy Centrum|Delikatesy Centrum||27-400|Ostrowiec Świętokrzyski||Ostrowiecka|7B||50.9339435|21.4167419|node/10072960952
Delikatesy Centrum|Delikatesy Centrum||39-300|Mielec||Aleja Ducha Świętego|6||50.2984096|21.4236371|node/10087823558
Delikatesy Centrum|Delikatesy Centrum||98-277|Brąszewice||Parkowa|4||51.4981276|18.4480653|node/10159132217
Delikatesy Centrum|Delikatesy Centrum||38-400|Krosno||Korczyńska|21||49.6977397|21.7828227|node/10250336162
Delikatesy Centrum|Delikatesy Centrum||26-200|Końskie||Jana Kilińskiego|21||51.1939495|20.4122922|node/10268212129
Delikatesy Centrum|Delikatesy Centrum||39-223||Strzegocice||116c||49.9733345|21.3020812|node/10268906694
Delikatesy Centrum|||26-021|Daleszyce||Plac Stanisława Staszica|26||50.8028775|20.8067742|node/10278455530
Delikatesy Centrum|Delikatesy Centrum||91-371|Łódź||11 Listopada|26||51.8172056|19.4200235|node/10286535506
Delikatesy Centrum|Delikatesy Centrum||36-147||Niwiska||262||50.2243798|21.6400397|node/10300695360
Delikatesy Centrum|Delikatesy Centrum||36-100|Kolbuszowa||Plac Wolności|44||50.2444117|21.7741185|node/10308755555
Delikatesy Centrum|Delikatesy Centrum||00-792|Warszawa||Olszewska|8||52.2092546|21.0224445|node/10568343666
Delikatesy Centrum|||39-307||Gawłuszowice||9A||50.4154896|21.3838740|node/10577630029
Delikatesy Centrum|Delikatesy Centrum||14-520|Pieniężno||Dworcowa|||54.2384413|20.1240840|node/10597099685
Delikatesy Centrum|Delikatesy Centrum||08-110|Siedlce||Partyzantów|14B||52.1621136|22.2639718|node/10605978898
Delikatesy Centrum|Delikatesy Centrum||43-370|Szczyrk||Myśliwska|92||49.7074602|19.0121405|node/10609138836
Delikatesy Centrum|||24-170|Kurów||Plac Stary Rynek|||51.3890067|22.1856681|node/10638523990
Delikatesy Centrum|Delikatesy Centrum||32-709||Drwinia||241||50.0956394|20.4509513|node/10641064859
Delikatesy Centrum|Delikatesy Centrum||39-103||Ostrów||33B||50.1000173|21.5944219|node/10687966975
Delikatesy Centrum|||34-235||Bystra Podhalańska||884||49.6369810|19.7700456|node/10698793105
Delikatesy Centrum|Delikatesy Centrum||86-061|Brzoza||Łabiszyńska|1||53.0289908|18.0170031|node/10734546993
Delikatesy Centrum|||37-307|Brzóza Królewska||875|||50.2849650|22.2537485|node/10782501631
Delikatesy Centrum|Delikatesy Centrum||42-207|Częstochowa||Aleja Pokoju|11||50.7866994|19.1488212|node/10805143148
Delikatesy Centrum|Delikatesy Centrum||36-100|Kolbuszowa||Jana Pawła II|15||50.2445179|21.7694766|node/10809267574
Delikatesy Centrum|Delikatesy Centrum||39-640|Nowa Dęba||Ignacego Krasickiego|||50.4157921|21.7501175|node/10861809240
Delikatesy Centrum|||22-410|Szopinek||74|||50.7155146|23.3062409|node/10886338264
Delikatesy Centrum|Delikatesy Centrum||35-005|Rzeszów||Kolejowa|1||50.0408613|22.0075172|node/10893731157
Delikatesy Centrum|Delikatesy Centrum||95-060|Brzeziny||Henryka Sienkiewicza|5||51.8000391|19.7564354|node/10896508926
Delikatesy Centrum|Delikatesy Centrum||62-874|Brzeziny||Kaliska|17||51.5976698|18.2507357|node/10896508927
Delikatesy Centrum|Delikatesy Centrum||26-026|Brzeziny||Nidziańska|||50.7606551|20.5947483|node/10896508928
Delikatesy Centrum|Delikatesy Centrum||09-414|Brudzeń Duży||Wincentego Witosa|1||52.6664889|19.5063337|node/10896508929
Delikatesy Centrum|Delikatesy Centrum||43-438|Brenna||Snowaniec|||49.7412118|18.8829493|node/10896508930
Delikatesy Centrum|Delikatesy Centrum||36-055|Bratkowice||Suszaniowa|||50.1177400|21.8612700|node/10896508931
Delikatesy Centrum|Delikatesy Centrum||46-243|Borkowice||Wiejska|35H||50.9438024|18.1462787|node/10896508932
Delikatesy Centrum|Delikatesy Centrum||36-020||Borek Stary||175B||49.9412361|22.1026706|node/10896508933
Delikatesy Centrum|Delikatesy Centrum||84-239|Bolszewo||Lucjana Cylkowskiego|1||54.6196811|18.1701884|node/10896508934
Delikatesy Centrum|Delikatesy Centrum||43-220|Bojszowy||Świętego Jana|58||50.0588750|19.0928628|node/10896508935
Delikatesy Centrum|Delikatesy Centrum||46-243|Bogacica||Szkolna|5||50.9660500|18.1338900|node/10896508936
Delikatesy Centrum|Delikatesy Centrum||09-470|Chodkowo-Działki||Wyszogrodzka|||52.4965634|20.0383889|node/10896508937
Delikatesy Centrum|Delikatesy Centrum||32-700|Bochnia||20 Stycznia|||49.9783279|20.4285861|node/10896508938
Delikatesy Centrum|Delikatesy Centrum||32-700|Bochnia||Brzeźnicka|||49.9677357|20.4420141|node/10896508939
Delikatesy Centrum|Delikatesy Centrum||38-350|Bobowa||Grunwaldzka|59||49.7158871|20.9556060|node/10896508940
Delikatesy Centrum|Delikatesy Centrum||36-030|Błażowa||Armii Krajowej|||49.8889234|22.1007369|node/10896508941
Delikatesy Centrum|Delikatesy Centrum||98-235|Błaszki||Pomorska|2||51.6522106|18.4367443|node/10896508942
Delikatesy Centrum|Delikatesy Centrum||43-150|Bieruń||Księdza Jana Trochy|19||50.0923733|19.0937499|node/10896508943
Delikatesy Centrum|Delikatesy Centrum||34-425|Biały Dunajec||Miłośników Podhala|17A||49.3600257|20.0069473|node/10896508944
Delikatesy Centrum|Delikatesy Centrum||37-114||Białobrzegi||3a||50.1018005|22.3400576|node/10896508945
Delikatesy Centrum|Delikatesy Centrum||48-210|Biała||Rynek|21||50.3856155|17.6594943|node/10896508946
Delikatesy Centrum|Delikatesy Centrum||21-500|Biała Podlaska||Orzechowa|37B||52.0283640|23.1501507|node/10896508947
Delikatesy Centrum|Delikatesy Centrum||98-350||Biała-Parcela||2||51.2675021|18.4446596|node/10896508948
Delikatesy Centrum|Delikatesy Centrum||43-512|Bestwina||Krakowska|||49.8971315|19.0567338|node/10896508949
Delikatesy Centrum|Delikatesy Centrum||28-512|Stojanowice||768|||50.2446984|20.5996165|node/10896508950
Delikatesy Centrum|Delikatesy Centrum||34-124||Barwałd Górny||310||49.8699989|19.6399717|node/10896508951
Delikatesy Centrum|Delikatesy Centrum||87-821||Baruchowo||44||52.4903789|19.2386166|node/10896508952
Delikatesy Centrum|Delikatesy Centrum||09-130|Baboszewo||Odrodzenia|||52.6808601|20.2558836|node/10896508953
Delikatesy Centrum|Delikatesy Centrum||38-505||Bukowsko||284A||49.4732658|22.0542770|node/10914027202
Delikatesy Centrum|Delikatesy Centrum||68-300|Lubsko||Mikołaja Reja|1||51.7867681|14.9698757|way/69731955
Delikatesy Centrum|||57-250|Złoty Stok||Działkowa|6||50.4454537|16.8715469|way/75926307
Delikatesy Centrum|Delikatesy Centrum|||Inowrocław||Emilii Plater|10||52.7757533|18.2453698|way/90480896
Delikatesy Centrum|Delikatesy Centrum||21-540|Małaszewicze||Wiejska|2||52.0237453|23.5326100|way/97538271
Delikatesy Centrum||||Rumia||Generała Józefa Wybickiego|11A||54.5698395|18.3994023|way/98496545
Delikatesy Centrum|||53-508|Wrocław||Kolejowa|48A||51.1028839|17.0172295|way/101133657
Delikatesy Centrum|||50-349|Wrocław||Henryka Sienkiewicza|||51.1163798|17.0563455|way/101212790
Delikatesy Centrum|Delikatesy Centrum||67-200|Głogów||Gwiaździsta|29||51.6508574|16.0730207|way/103461661
Delikatesy Centrum|||43-360|Meszna||Handlowa|23||49.7461104|19.0639886|way/108315588
Delikatesy Centrum|Delikatesy Centrum||98-290|Warta||Błękitnej Armii|||51.7098400|18.6254638|way/119564248
