name|brand|brand:wikidata|addr:postcode|addr:city|addr:place|addr:street|addr:housenumber|addr:door|@lat|@lon|@id
Delikatesy Centrum|Delikatesy Centrum||48-370|Paczków||Jana Pawła II|13a||50.4651561|17.0142264|node/3790867840
Delikatesy Centrum|Delikatesy Centrum||53-504|Wrocław||Grabiszyńska|56||51.1024258|17.0145528|node/3792796158
Delikatesy Centrum|Delikatesy Centrum||57-230|Kamieniec Ząbkowicki||Złotostocka|13||50.5213530|16.8731933|node/3796090895
Delikatesy Centrum|||67-300|Szprotawa||Marii Konopnickiej|33||51.5635081|15.5290694|node/3809693463
Delikatesy Centrum|||31-311|Kraków||Murarska|19||50.0856918|19.9111510|node/3816342784
Delikatesy Centrum|Delikatesy Centrum||69-100|Słubice||Mikołaja Kopernika|5||52.3508401|14.5582295|node/3859732473
Delikatesy Centrum|||53-128|Wrocław||Januszowicka|17-19||51.0817644|17.0118236|node/3875285457
Delikatesy Centrum|||50-520|Wrocław||Gajowa|||51.0904851|17.0401558|node/3875285458
Delikatesy Centrum|Delikatesy Centrum||50-034|Wrocław||Michała Bałuckiego|18||51.1019202|17.0275068|node/3877345555
Delikatesy Centrum|Delikatesy Centrum||34-600|Limanowa||Mikołaja Kopernika|9||49.7086135|20.4249312|node/3886307195
Delikatesy Centrum|Delikatesy Centrum||38-400|Krosno||Wojska Polskiego|41||49.6870915|21.7748381|node/3888503248
Delikatesy Centrum|Delikatesy Centrum||62-306|Kołaczkowo||Wrzesińska|||52.2155203|17.6292856|node/3889684544
Delikatesy Centrum|||33-350|Piwniczna-Zdrój||Jana Marciszewskiego|4||49.4383064|20.7137100|node/3893648968
Delikatesy Centrum|Delikatesy Centrum||41-505|Chorzów||Dworcowa|||50.2979663|18.9513794|node/3920519826
Delikatesy Centrum|Delikatesy Centrum||27-640|Klimontów||Sandomierska|35||50.6558677|21.4559069|node/3921170510
Delikatesy Centrum|||63-900|Rawicz||Stefana Bobrowskiego|3||51.6096934|16.8641083|node/3944808561
Delikatesy Centrum|Delikatesy Centrum||34-100|Wadowice||Lwowska|||49.8823000|19.4951033|node/3975064267
Delikatesy Centrum|||37-710|Żurawica||Bankowa|8A||49.8206074|22.8225811|node/3987545332
Delikatesy Centrum|Delikatesy Centrum||33-156||Skrzyszów||27C||49.9917020|21.0651008|node/3997407836
Delikatesy Centrum|||37-310||Sarzyna||208||50.3453812|22.3472497|node/3999212858
Delikatesy Centrum|||38-300||Stróżówka||67||49.6649084|21.1443258|node/4017178713
Delikatesy Centrum|Delikatesy Centrum||37-716|Orły||Przemyska|12||49.8738692|22.8114417|node/4034298428
Delikatesy Centrum|Delikatesy Centrum||32-865||Zawada Uszewska||185||49.9075199|20.6036812|node/4041015606
Delikatesy Centrum|Delikatesy Centrum||32-860|Czchów||Krakowska|||49.8440352|20.6814191|node/4043915253
Delikatesy Centrum|Delikatesy Centrum||39-400|Tarnobrzeg||Adama Mickiewicza|40||50.5653133|21.6669193|node/4045660779
Delikatesy Centrum|Delikatesy Centrum||01-355|Warszawa||Generała Waleriana Czumy|3c||52.2369905|20.9110322|node/4052779927
Delikatesy Centrum|Delikatesy Centrum||41-407|Imielin||Karola Miarki|3a||50.1482308|19.1825715|node/4057257456
Delikatesy Centrum|Delikatesy Centrum||37-750|Dubiecko||Przemyska|43a||49.8256592|22.3903001|node/4057387782
Delikatesy Centrum|Delikatesy Centrum||26-220|Stąporków||Marszałka Józefa Piłsudskiego|132||51.1384371|20.5648867|node/4057953034
Delikatesy Centrum|Delikatesy Centrum||19-330|Stare Juchy||Plac 500-lecia|2||53.9214825|22.1740070|node/4058855042
Delikatesy Centrum|||78-100|Kołobrzeg||Wylotowa|12a||54.1758450|15.5471606|node/4059462757
Delikatesy Centrum|||16-400|Suwałki||Świerkowa|54||54.1140354|22.9426492|node/4060631949
Delikatesy Centrum|||39-400|Tarnobrzeg||Eugeniusza Kwiatkowskiego|8||50.5739393|21.6927224|node/4061352410
Delikatesy Centrum|||38-420|Korczyna||Spółdzielcza|6||49.7126116|21.8096457|node/4070506852
Delikatesy Centrum|||33-300|Nowy Sącz||Grunwaldzka|||49.5907752|20.7155491|node/4076087910
Delikatesy Centrum|Delikatesy Centrum||35-959|Rzeszów||Aleja Tadeusza Rejtana|23||50.0297713|22.0178164|node/4077462766
Delikatesy Centrum|Delikatesy Centrum||22-100|Chełm||Plac Kupiecki|||51.1310705|23.4702310|node/4083091048
Delikatesy Centrum|||43-330|Hecznarowice||Krakowska|103||49.9007543|19.1700602|node/4097949862
Delikatesy Centrum|Delikatesy Centrum||07-100|Węgrów||Aleja Siedlecka|1||52.3953494|22.0264716|node/4121727392
Delikatesy Centrum|Delikatesy Centrum||20-518|Lublin||Krężnicka|163||51.1712448|22.5039743|node/4124665430
Delikatesy Centrum|||36-055|Bratkowice||Suszaniowa|||50.1176714|21.8610033|node/4129915625
Delikatesy Centrum|Delikatesy Centrum||39-400|Tarnobrzeg||Aleja Warszawska|310C||50.6359592|21.7543001|node/4149905196
Delikatesy Centrum|Delikatesy Centrum||27-600|Sandomierz||Lwowska|10B||50.6664904|21.7625281|node/4149905197
Delikatesy Centrum|Delikatesy Centrum||27-612|Wysiadłów||79|||50.7284637|21.7049878|node/4149905198
Delikatesy Centrum|Delikatesy Centrum||68-343|Brody||Wolności|9||51.7851877|14.7739682|node/4193142865
Delikatesy Centrum|||98-215|Goszczanów||Kaliska|46||51.7888168|18.4969645|node/4197809492
Delikatesy Centrum|Delikatesy Centrum||22-435|Komarów-Osada||Rynek|34||50.6277331|23.4749093|node/4200110429
Delikatesy Centrum|Delikatesy Centrum||34-650||Tymbark||49||49.7291217|20.3243404|node/4212947500
Delikatesy Centrum|Delikatesy Centrum||34-650||Tymbark||55||49.7323561|20.3194995|node/4212947521
Delikatesy Centrum|Delikatesy Centrum||32-566|Alwernia||Osiedle Chemików|5||50.0629713|19.5427421|node/4217064911
Delikatesy Centrum|Delikatesy Centrum||42-450|Łazy||Tadeusza Kościuszki|17||50.4279759|19.3935875|node/4218754324
Delikatesy Centrum|Delikatesy Centrum||34-608||Kamienica||431||49.5739665|20.3449355|node/4219290928
Delikatesy Centrum|Delikatesy Centrum||22-403|Zamość||Szczebrzeska|||50.7150847|23.2261565|node/4225571192
Delikatesy Centrum|Delikatesy Centrum||37-122||Albigowa||341||50.0316684|22.2289474|node/4226542592
Delikatesy Centrum|||86-300|Grudziądz||Wiktora Kulerskiego|5||53.4518439|18.7249650|node/4228122642
Delikatesy Centrum|||37-100|Dąbrówki||877|||50.1165209|22.2328452|node/4266261182
Delikatesy Centrum|Delikatesy Centrum||09-418|Płock||Zygmunta Padlewskiego|18c||52.5438734|19.7052325|node/4292888348
Delikatesy Centrum|||38-440|Iwonicz-Zdrój||Aleja Jana Pawła II|12B||49.5642678|21.7924489|node/4293790185
Delikatesy Centrum|Delikatesy Centrum||33-370|Muszyna||Józefa Piłsudskiego|61a||49.3518823|20.8943651|node/4303837890
Delikatesy Centrum|Delikatesy Centrum||32-863||Tymowa||420||49.8546286|20.6427186|node/4310010891
Delikatesy Centrum|||38-322||Łużna||770||49.7079624|21.0596021|node/4315165534
Delikatesy Centrum|Delikatesy Centrum||33-190|Bogoniowice||977|||49.8000679|20.9743243|node/4315165535
Delikatesy Centrum|Delikatesy Centrum||09-407|Płock||Otolińska|11||52.5479132|19.7150872|node/4317123723
Delikatesy Centrum|Delikatesy Centrum||41-907|Bytom||Orzegowska|32||50.3350295|18.8873797|node/4319653271
Delikatesy Centrum|||38-481|Rymanów-Zdrój||Zdrojowa|43||49.5508687|21.8524697|node/4332171382
Delikatesy Centrum|Delikatesy Centrum||35-330|Rzeszów||Powstańców Śląskich|40||50.0244799|22.0452603|node/4337328729
Delikatesy Centrum|Delikatesy Centrum||34-511|Zakopane||Osiedle Krzeptówki|99||49.2815891|19.9161193|node/4339439189
Delikatesy Centrum|Delikatesy Centrum||38-340||Korczyna||183||49.7244546|21.2505704|node/4350334547
Delikatesy Centrum|Delikatesy Centrum||38-307||Sękowa||448||49.6196580|21.1981525|node/4359364800
Delikatesy Centrum|Delikatesy Centrum||42-283|Boronów||Wojska Polskiego|||50.6704474|18.9018066|node/4359924281
Delikatesy Centrum|Delikatesy Centrum||96-500|Sochaczew||Dywizjonu 303|5||52.2176032|20.2340561|node/4370653826
Delikatesy Centrum|||57-400|Słupiec||Słupiecka|10||50.5474242|16.5512708|node/4383335689
Delikatesy Centrum|||59-500|Złotoryja||Basztowa|38||51.1222067|15.9132331|node/4387849335
Delikatesy Centrum|Delikatesy Centrum||37-500|Jarosław||3 Maja|33A||50.0152951|22.6904733|node/4394519399
Delikatesy Centrum|||98-240|Szadek||Kościelna|8||51.6922706|18.9742673|node/4395826119
Delikatesy Centrum|||37-723||Stubno||248A||49.8968750|22.9568760|node/4398734693
Delikatesy Centrum|Delikatesy Centrum||32-477|Siepraw||Jana Pawła II|32||49.9083359|19.9672318|node/4402345653
Delikatesy Centrum|||59-850|Świeradów Zdrój||Henryka Sienkiewicza|8||50.9104203|15.3323490|node/4409401326
Delikatesy Centrum|Delikatesy Centrum||26-006|Nowa Słupia||Ogrodowa|||50.8647027|21.0880354|node/4416220756
Delikatesy Centrum|Delikatesy Centrum||34-200|Sucha Beskidzka||Adama Mickiewicza|81||49.7382174|19.5749760|node/4418127742
Delikatesy Centrum|Delikatesy Centrum||37-500|Jarosław||Zamkowa|||50.0198512|22.6927754|node/4425428408
Delikatesy Centrum|||59-800|Lubań||Tkacka|2||51.1194621|15.2921255|node/4440503001
Delikatesy Centrum|||38-100|Strzyżów||Południowa|11||49.8631811|21.7902390|node/4440568445
Delikatesy Centrum|Delikatesy Centrum||38-400|Krosno||Jerzego Popiełuszki|76a||49.7026394|21.7214517|node/4448280603
Delikatesy Centrum|Delikatesy Centrum||38-400|Krosno||Bursaki|29b||49.6933216|21.7748106|node/4450455789
Delikatesy Centrum|||67-416|Konotop||Poznańska|||51.9318352|15.9035483|node/4464941936
Delikatesy Centrum|Delikatesy Centrum||49-305|Brzeg||Jana Brzechwy|3||50.8461967|17.4735660|node/4471053862
Delikatesy Centrum|Delikatesy Centrum||21-500|Biała Podlaska||Stefana Batorego|14||52.0489576|23.1142463|node/4473640010
Delikatesy Centrum|Delikatesy Centrum||21-500|Biała Podlaska||Francuska|52||52.0423441|23.1332500|node/4477383391
Delikatesy Centrum|||59-800|Lubań||Łużycka|1||51.1194924|15.2783230|node/4485752213
Delikatesy Centrum|||37-200|Przeworsk||Ignacego Krasickiego|8||50.0602893|22.4963164|node/4489134865
Delikatesy Centrum|||28-136|Nowy Korczyn||Stopnicka|28||50.3036458|20.8110767|node/4505289791
Delikatesy Centrum|Delikatesy Centrum||27-400|Ostrowiec Świętokrzyski||Sandomierska|83a||50.9264644|21.3953969|node/4520420205
Delikatesy Centrum|||58-573|Piechowice||Kryształowa|64||50.8496866|15.5916438|node/4536212197
Delikatesy Centrum|Delikatesy Centrum||04-158|Warszawa||Zamieniecka|54||52.2387430|21.1001493|node/4537749947
Delikatesy Centrum|Delikatesy Centrum||67-200|Głogów||Brzeska|7||51.6445426|16.0762616|node/4550954487
Delikatesy Centrum|Delikatesy Centrum||66-010|Nowogród Bobrzański||Rynek|8||51.8015227|15.2473069|node/4551131941
Delikatesy Centrum|Delikatesy Centrum||35-210|Rzeszów||Króla Stanisława Augusta|25a||50.0448743|21.9854503|node/4556107190
Delikatesy Centrum|Delikatesy Centrum||01-248|Warszawa||Jana Kazimierza|21||52.2247813|20.9462814|node/4565028950
Delikatesy Centrum|||33-316||Rożnów||526||49.7700160|20.6930644|node/4578956606
Delikatesy Centrum|Delikatesy Centrum||37-530|Sieniawa||Rynek|7||50.1783908|22.6084385|node/4582020476
Delikatesy Centrum|||38-313||Ropa||602||49.5989257|21.0435109|node/4583843628
Delikatesy Centrum|Delikatesy Centrum||34-600|Limanowa||Zygmunta Augusta|14||49.6971991|20.4227473|node/4585495321
Delikatesy Centrum|||43-300|Bielsko-Biała||Bartnicza|||49.8060952|19.0403924|node/4591616290
Delikatesy Centrum|Delikatesy Centrum||26-067|Strawczyn||Stefana Żeromskiego|12 B||50.9425166|20.4239910|node/4628143779
Delikatesy Centrum|Delikatesy Centrum||18-218|Sokoły||Rynek Kościuszki|12||52.9924060|22.7018340|node/4635309821
Delikatesy Centrum|Delikatesy Centrum||23-400|Biłgoraj||Długa|67||50.5342644|22.7231825|node/4635678377
Delikatesy Centrum|||33-327|Piątkowa||28|||49.6073792|20.7631099|node/4636191753
Delikatesy Centrum|||59-820|Leśna||Elizy Orzeszkowej|1||51.0221953|15.2633012|node/4664185509
Delikatesy Centrum|Delikatesy Centrum||26-610|Radom||Stanisława Wernera|10A||51.4092257|21.1447046|node/4672974879
Delikatesy Centrum|||39-200|Dębica||Poddęby|4||50.0492139|21.4188416|node/4675398586
Delikatesy Centrum|Delikatesy Centrum||22-400|Skokówka||Ordynacka|||50.6942376|23.2343740|node/4678323889
Delikatesy Centrum|Delikatesy Centrum||22-400|Zamość||Lubelska|40||50.7400637|23.2519714|node/4680927789
Delikatesy Centrum|Delikatesy Centrum||22-400|Zamość||Mikołaja Reja|21||50.7126660|23.2775327|node/4684941791
Delikatesy Centrum|||53-310|Wrocław||Sztabowa|78||51.0878894|17.0180134|node/4693450002
Delikatesy Centrum|Delikatesy Centrum||26-609|Radom||Janusza Kusocińskiego|||51.4096371|21.1613638|node/4736310064
Delikatesy Centrum|Delikatesy Centrum||67-400|Wschowa||Zielony Rynek|7||51.8057060|16.3116821|node/4736538332
Delikatesy Centrum|Delikatesy Centrum||34-130||Brody||699||49.8655455|19.6964266|node/4740748745
Delikatesy Centrum|Delikatesy Centrum||26-618|Radom||Sycyńska|||51.3651405|21.1344164|node/4756108251
Delikatesy Centrum|Delikatesy Centrum||34-460|Szczawnica||Główna|3||49.4253183|20.4819664|node/4784080221
Delikatesy Centrum|Delikatesy Centrum||85-717|Bydgoszcz||Bartosza Głowackiego|49||53.1314194|18.0473774|node/4792407214
Delikatesy Centrum|Delikatesy Centrum||34-600|Limanowa||Franciszka Żwirki i Stanisława Wigury|||49.7000375|20.4174672|node/4838371474
Delikatesy Centrum|||34-442|Łapsze Niżne||Długa|164||49.3991818|20.2508382|node/4878606421
Delikatesy Centrum|||34-404||Lasek||65||49.5044204|19.9770433|node/4880479523
Delikatesy Centrum|Delikatesy Centrum||41-207|Sosnowiec||Bolesława Prusa|||50.2956561|19.1557570|node/4881549750
Delikatesy Centrum|Delikatesy Centrum||33-333||Ptaszkowa||505||49.6029373|20.8809895|node/4893960630
Delikatesy Centrum|Delikatesy Centrum||39-120|Sędziszów Małopolski||Króla Kazimierza Jagiellończyka|22||50.0921658|21.6653014|node/4906659827
Delikatesy Centrum|Delikatesy Centrum||88-300|Mogilno||Józefa Hallera|13||52.6587701|17.9534094|node/4914449760
Delikatesy Centrum|Delikatesy Centrum||22-463|Radecznica||Uście|6a||50.7426808|22.8335497|node/4944669157
Delikatesy Centrum|Delikatesy Centrum||08-200|Łosice||Marszałka Józefa Piłsudskiego|14||52.2132629|22.7110764|node/4945837994
Delikatesy Centrum|Delikatesy Centrum||28-363|Nad Stawami||Jędrzejowska|11A||50.7240777|20.0993374|node/4957310525
Delikatesy Centrum|Delikatesy Centrum||35-082|Rzeszów||Architektów|11||50.0181470|21.9722036|node/4959886080
Delikatesy Centrum|Delikatesy Centrum||43-602|Jaworzno||Chropaczówka|130||50.2478342|19.2545316|node/4966136659
Delikatesy Centrum|Delikatesy Centrum||26-425|Odrzywół||Plac Jana Kilińskiego|16||51.5198008|20.5553391|node/4967313406
Delikatesy Centrum|Delikatesy Centrum||22-460|Szczebrzeszyn||Plac Tadeusza Kościuszki|30||50.6945983|22.9773876|node/4995508482
Delikatesy Centrum|||22-420|Skierbieszów||Parkowa|||50.8531744|23.3713722|node/4998202743
Delikatesy Centrum|Delikatesy Centrum||36-060|Budy Głogowskie||Budy Głogowskie|||50.1566148|21.9089420|node/5002801019
Delikatesy Centrum|Delikatesy Centrum||22-435|Komarów-Osada||Rynek|34||50.6283877|23.4741971|node/5007603998
Delikatesy Centrum|Delikatesy Centrum||62-840|Koźminek||Andrzeja Mielęckiego|||51.7980317|18.3408981|node/5030539818
Delikatesy Centrum|||58-420|Lubawka||Wodna|26||50.7041512|15.9994143|node/5040966600
Delikatesy Centrum|Delikatesy Centrum||11-410|Barciany||Wojska Polskiego|10||54.2206053|21.3517437|node/5041165474
Delikatesy Centrum|Delikatesy Centrum||34-450|Krościenko nad Dunajcem||Aleja Wędkarzy|||49.4419083|20.4271822|node/5043839500
Delikatesy Centrum|||84-113|Wierzchucino||Świętej Rozalii|33||54.7879396|17.9958963|node/5046960361
Delikatesy Centrum|Delikatesy Centrum||37-450|Stalowa Wola||Generała Leopolda Okulickiego|16C||50.5719521|22.0564871|node/5060256965
Delikatesy Centrum|Delikatesy Centrum||44-153|Sośnicowice||Raciborska|6||50.2720989|18.5284721|node/5072001221
Delikatesy Centrum|Delikatesy Centrum||01-496|Warszawa||Franciszka Kawy|44||52.2603213|20.9223684|node/5075141784
Delikatesy Centrum|Delikatesy Centrum||22-300|Krasnystaw||Stanisława Augusta Poniatowskiego|4||50.9848931|23.1718876|node/5075347313
Delikatesy Centrum|||38-230|Nowy Żmigród||Plac Tadeusza Kościuszki|7||49.6038724|21.5233228|node/5098038994
Delikatesy Centrum|Delikatesy Centrum||63-112|Manieczki||Józefa Wybickiego|9||52.1141160|16.9310465|node/5108393960
Delikatesy Centrum|||37-100|Łańcut||Ignacego Paderewskiego|4||50.0668203|22.2318322|node/5128217990
Delikatesy Centrum|Delikatesy Centrum||03-287|Warszawa||Skarbka z Gór|57||52.3212420|21.0565847|node/5148273206
Delikatesy Centrum|Delikatesy Centrum||27-552|Baćkowice||74|||50.7984236|21.2325192|node/5169505520
Delikatesy Centrum|||38-200|Jasło||Graniczna|||49.7273508|21.4726033|node/5177071375
Delikatesy Centrum|Delikatesy Centrum||38-200|Jasło||3 Maja|69 i 71||49.7265900|21.4525454|node/5177071380
Delikatesy Centrum|Delikatesy Centrum||49-313|Lubsza||Brzeska|||50.9150300|17.5205017|node/5177999379
Delikatesy Centrum|||27-641|Obrazów||77|||50.7457729|21.6567107|node/5179451935
Delikatesy Centrum|Delikatesy Centrum||26-140||Łączna||87B||50.9957570|20.7968883|node/5179689092
Delikatesy Centrum|Delikatesy Centrum||38-000|Jasło||Szkolna|||49.7429952|21.4621923|node/5187323751
Delikatesy Centrum|||45-282|Opole||"Batalionu ""Zośka"""|1a||50.6750137|17.9536268|node/5209312643
Delikatesy Centrum|||22-335|Żółkiewka||Jana Sobieskiego|19||50.9110073|22.8336454|node/5215853243
Delikatesy Centrum|Delikatesy Centrum||39-100|Ropczyce||Najświętszej Marii Panny|4||50.0546626|21.6177437|node/5216994133
Delikatesy Centrum|Delikatesy Centrum||38-300|Gorlice||Biecka|||49.6879778|21.1934467|node/5223528022
Delikatesy Centrum|Delikatesy Centrum||08-110|Siedlce||Kurpiowska|8A||52.1622297|22.2551919|node/5230213324
Delikatesy Centrum|||39-450|Baranów Sandomierski||Fabryczna|25B||50.4970622|21.5438978|node/5230841161
Delikatesy Centrum|||62-320|Miłosław||Plac Wiosny Ludów|1||52.2031086|17.4896926|node/5240121563
Delikatesy Centrum|||73-107|Stargard||Księdza Jana Twardowskiego|||53.3145548|15.0360912|node/5241515069
Delikatesy Centrum|||48-130|Kietrz||Wojska Polskiego|2||50.0799463|18.0038248|node/5245529234
Delikatesy Centrum|||38-458|Zręcin||Bieszczadzka|||49.6482045|21.6719306|node/5271557060
Delikatesy Centrum|||38-457|Świerzowa Polska||Szkolna|41||49.6769364|21.6964352|node/5271596499
Delikatesy Centrum|||38-457|Zręcin||Ignacego Łukasiewicza|18B||49.6672040|21.6900906|node/5271599730
Delikatesy Centrum|||34-452|Ochotnica Dolna||os. Młynne|||49.5253425|20.3213261|node/5287245126
Delikatesy Centrum|Delikatesy Centrum||32-031|Mogilany||Krakowska|||49.9446429|19.8869689|node/5325521322
Delikatesy Centrum|Delikatesy Centrum||66-620|Gubin||Gdyńska|1A||51.9556580|14.7476749|node/5336764053
Delikatesy Centrum|Delikatesy Centrum||28-160|Wiślica||Rynek|34||50.3497278|20.6735697|node/5348579981
Delikatesy Centrum|||32-840|Zakliczyn||Rynek|||49.8557166|20.8080286|node/5381575524
Delikatesy Centrum|||34-220|Maków Podhalański||Kolejowa|14||49.7272557|19.6783811|node/5382354622
Delikatesy Centrum|Delikatesy Centrum||05-092|Łomianki||Boczna|||52.3306864|20.9026376|node/5451506283
Delikatesy Centrum|||34-210|Zarębki||Kobyleckiego|||49.7754401|19.6026568|node/5485824426
Delikatesy Centrum|Delikatesy Centrum||57-550|Stronie Śląskie||Nadbrzeżna|1||50.2960775|16.8743248|node/5493154425
Delikatesy Centrum|Delikatesy Centrum||57-500|Bystrzyca Kłodzka||Plac Wolności|8||50.2966285|16.6513795|node/5516112421
Delikatesy Centrum|||38-122|Dobrzechów||Dobrzechów|||49.8764330|21.7529010|node/5559071672
Delikatesy Centrum|||63-840|Krobia||Rynek|16||51.7743655|16.9854865|node/5571687720
Delikatesy Centrum|Delikatesy Centrum||38-340|Biecz||Kazimierza Wielkiego|39A||49.7341886|21.2606365|node/5613842121
Delikatesy Centrum|||47-208|Większyce||Głogowska|||50.3350296|18.1005286|node/5613858129
Delikatesy Centrum|Delikatesy Centrum||66-100|Sulechów||Osiedle Nadodrzańskie|3||52.0792561|15.6156780|node/5659251626
Delikatesy Centrum|||28-131|Solec-Zdrój||1 Maja|4||50.3672245|20.8874507|node/5683853921
Delikatesy Centrum|Delikatesy Centrum|||Komańcza||892|||49.3394131|22.0736688|node/5690886621
Delikatesy Centrum|||28-131|Solec-Zdrój||Henryka Sienkiewicza|||50.3691090|20.8849099|node/5691366422
Delikatesy Centrum|||22-440|Krasnobród||Joachima Lelewela|21||50.5392721|23.2166728|node/5721067236
Delikatesy Centrum|Delikatesy Centrum||76-270|Ustka||Plac Wolności|9||54.5838045|16.8640938|node/5744421543
Delikatesy Centrum|Delikatesy Centrum||37-400|Nisko||Sportowa|8||50.5199552|22.1480011|node/5757016421
Delikatesy Centrum|||22-375|Izbica||Lubelska|119||50.8913814|23.1569171|node/5774898105
Delikatesy Centrum|Delikatesy Centrum||23-213|Zakrzówek||Stefana Żeromskiego|19||50.9523743|22.3866328|node/5782029591
Delikatesy Centrum|Delikatesy Centrum||38-700|Ustrzyki Dolne||Rynek|15||49.4304691|22.5872520|node/5807060336
Delikatesy Centrum|||68-100|Żagań||Szkolna|46||51.5976030|15.3349064|node/5826021290
Delikatesy Centrum|||32-432||Pcim||1176||49.7527158|19.9702188|node/5833973486
Delikatesy Centrum|Delikatesy Centrum||34-326|Pietrzykowice||Dworcowa|1||49.7077578|19.1736253|node/5838281707
Delikatesy Centrum|||21-306|Czemierniki||Radzyńska|19||51.6741428|22.6373519|node/5839735285
Delikatesy Centrum|||48-340|Głuchołazy||Fryderyka Chopina|28||50.3072935|17.3894085|node/5841888631
Delikatesy Centrum|||38-400|Krosno||Zręcińska|4b||49.6913272|21.7315315|node/5852219198
Delikatesy Centrum|||95-073|Grotniki||Ozorkowska|42||51.8972928|19.3068768|node/5854739886
Delikatesy Centrum|Delikatesy Centrum||41-403|Chełm Śląski||Śląska|98||50.1078723|19.1948651|node/5873849686
Delikatesy Centrum|Delikatesy Centrum||64-200|Wolsztyn||Poznańska|8||52.1178407|16.1121954|node/5874440408
Delikatesy Centrum|Delikatesy Centrum||34-325|Łodygowice||Królowej Jadwigi|17||49.7236126|19.1508362|node/5894166757
Delikatesy Centrum|Delikatesy Centrum||43-365|Wilkowice||Wyzwolenia|||49.7616099|19.0902753|node/5894180986
Delikatesy Centrum|Delikatesy Centrum||56-120|Brzeg Dolny||Jana Pawła II|12||51.2741761|16.7182587|node/5921057785
Delikatesy Centrum|||84-242|Luzino||Ofiar Stutthofu|3||54.5668417|18.1045099|node/5942830553
Delikatesy Centrum|||37-306||Grodzisko Dolne||231A||50.1690166|22.4500946|node/5959019565
Delikatesy Centrum|Delikatesy Centrum||39-200||Nagawczyna||27A||50.0586006|21.4663042|node/5965001746
Delikatesy Centrum|Delikatesy Centrum||43-608|Jaworzno||Kosów|1||50.1795542|19.2330726|node/6003321716
Delikatesy Centrum|||63-200|Jarocin||Wrocławska|34||51.9688311|17.5012964|node/6013818819
Delikatesy Centrum|Delikatesy Centrum||28-210|Bogoria||Rynek|41||50.6512228|21.2601238|node/6027272683
Delikatesy Centrum|||70-426|Szczecin||Generała Ludomiła Rayskiego|||53.4346982|14.5524190|node/6067506698
Delikatesy Centrum|Delikatesy Centrum||34-620||Jodłownik||4||49.7752823|20.2363361|node/6116408727
Delikatesy Centrum|||21-515|Sławatycze||Rynek|10||51.7611569|23.5548644|node/6126816726
Delikatesy Centrum|Delikatesy Centrum||60-166|Poznań||Grunwaldzka|||52.3863617|16.8442743|node/6132740217
Delikatesy Centrum|||64-610|Rogoźno||Wojska Polskiego|||52.7515019|16.9876227|node/6166277551
Delikatesy Centrum|Delikatesy Centrum||38-480|Rymanów||Rynek|22||49.5764618|21.8670044|node/6170242803
Delikatesy Centrum|Delikatesy Centrum||26-615|Radom||Stanisława Zbrowskiego|||51.4166701|21.1779434|node/6175822210
Delikatesy Centrum|||57-400|Nowa Ruda||Marszałka Józefa Piłsudskiego|||50.5795133|16.5003197|node/6177252858
Delikatesy Centrum|||78-100|Kołobrzeg||Koszalińska|24||54.1760466|15.5872212|node/6244530486
Delikatesy Centrum|Delikatesy Centrum||78-100|Kołobrzeg||Tarnopolska|2||54.1900065|15.6656280|node/6261776385
Delikatesy Centrum|||60-461|Poznań||Melchiora Wańkowicza|||52.4463470|16.8741531|node/6273270261
Delikatesy Centrum|Delikatesy Centrum||34-600|Limanowa||Józefa Piłsudskiego|83B||49.7191795|20.4091980|node/6297216021
Delikatesy Centrum|Delikatesy Centrum||62-095|Murowana Goślina||Długa|25||52.5670507|16.9958036|node/6304489187
Delikatesy Centrum|||48-300|Nysa||Tkacka|1||50.4738191|17.3354349|node/6327948701
Delikatesy Centrum|Delikatesy Centrum||36-200||Przysietnica||859||49.7196372|22.0467617|node/6345981717
Delikatesy Centrum|Delikatesy Centrum||43-246|Strumień||Stanisława Łuczkiewicza|5||49.9160601|18.7648244|node/6370919431
Delikatesy Centrum|Delikatesy Centrum||46-037|Karłowice||Kolejowa|10||50.8760580|17.7080168|node/6372340332
Delikatesy Centrum|||46-045|Turawa||Ogrodowa|||50.7370633|18.0765940|node/6443181521
Delikatesy Centrum|Delikatesy Centrum||06-200|Maków Mazowiecki||Stanisława Moniuszki|46||52.8600078|21.0976809|node/6487683399
Delikatesy Centrum|Delikatesy Centrum||65-268|Zielona Góra||Braniborska|15B||51.9359933|15.5253767|node/6498308692
Delikatesy Centrum|||44-300|Wodzisław Śląski||Targowa|12a||50.0008734|18.4632915|node/6520748950
Delikatesy Centrum|Delikatesy Centrum||05-530|Góra Kalwaria||Pijarska|17||51.9836171|21.2154828|node/6532472637
Delikatesy Centrum|Delikatesy Centrum||34-623|Pogorzany||Gospodarstwo Szkółkarskie|||49.7778266|20.1903067|node/6547115738
Delikatesy Centrum|||36-065|Dynów||Grunwaldzka|36||49.8230205|22.2349694|node/6548098871
Delikatesy Centrum|Delikatesy Centrum||32-740||Łapanów||19||49.8643449|20.2916255|node/6548919159
Delikatesy Centrum|Delikatesy Centrum||36-040|Boguchwała||Adama Mickiewicza|1||49.9912393|21.9206106|node/6549016150
Delikatesy Centrum|Delikatesy Centrum||84-110|Dębki||Morska|1||54.8283755|18.0875161|node/6564354138
Delikatesy Centrum|Delikatesy Centrum||36-004||Łukawiec||206||50.1058748|22.0958768|node/6568409191
